"id","year","EMPL","AV","STAF","TURN","TOAS","nacerev1primarycode","year_inc","industry_code","industry","industry_factor"
"PL0218",1998,472,1656,1562,23991,4950,5170,"1988",51,2,"services"
"PL0227",1998,163,3696,1461,22413,37542,5161,"1949",51,2,"services"
"PL0227",1999,166,3191,1889,14947,32400,5161,"1949",51,2,"services"
"PL0227",1997,171,3236,1337,21905,37541,5161,"1949",51,2,"services"
"PL0229",1997,812,1954,2758,17391,6918,3002,"1975",30,1,"manufacturing"
"PL0229",1998,719,505,2497,16617,6642,3002,"1975",30,1,"manufacturing"
"PL0229",1996,943,6990,3217,20431,9950,3002,"1975",30,1,"manufacturing"
"PL0230",2000,132,2865,1362,12434,22633,5144,"1949",51,2,"services"
"PL0230",1999,146,3277,1964,14858,25053,5144,"1949",51,2,"services"
"PL0230",2001,132,990,1079,7129,17009,5144,"1949",51,2,"services"
"PL0230",1996,230,4680,1600,23995,30866,5144,"1949",51,2,"services"
"PL0242",2000,1300,8422,7882,32026,19208,2461,"1874",24,1,"manufacturing"
"PL0242",1997,1678,11324,7594,38351,22183,2461,"1874",24,1,"manufacturing"
"PL0258",2000,277,13055,3283,39293,34967,2872,"1990",28,1,"manufacturing"
"PL0258",1999,287,8397,3014,36148,35134,2872,"1990",28,1,"manufacturing"
"PL0259",1999,1762,13164,10359,104052,78300,2414,"1946",24,1,"manufacturing"
"PL0259",1997,1917,15407,10303,121811,80587,2414,"1946",24,1,"manufacturing"
"PL0264",1997,218,1236,776,2532,2174,3210,"1926",32,1,"manufacturing"
"PL0265",2000,11,2509,230,3525,16413,7020,"1992",70,2,"services"
"PL0271",1998,652,15437,7056,140884,55443,2451,"1945",24,1,"manufacturing"
"PL0271",1997,534,12001,4040,104056,410633,2451,"1945",24,1,"manufacturing"
"PL0271",2001,679,29313,13257,175874,94596,2451,"1945",24,1,"manufacturing"
"PL0271",1999,679,20528,8794,152357,54500,2451,"1945",24,1,"manufacturing"
"PL0271",2000,679,22939,11127,168533,62618,2451,"1945",24,1,"manufacturing"
"PL0271",1996,442,3884,3796,84746,53808,2451,"1945",24,1,"manufacturing"
"PL0272",1999,658,8938,9993,107351,56666,2451,"1947",24,1,"manufacturing"
"PL0272",1997,768,5436,3626,74027,43137,2451,"1947",24,1,"manufacturing"
"PL0272",1998,791,12136,5036,110549,63109,2451,"1947",24,1,"manufacturing"
"PL0273",1999,157,1039,709,3908,2512,2451,"1945",24,1,"manufacturing"
"PL0273",2001,147,1036,696,5234,3193,2451,"1945",24,1,"manufacturing"
"PL0280",1997,2925,48854,16491,132393,137753,2441,"1935",24,1,"manufacturing"
"PL0280",1998,2929,58491,18353,133112,143871,2441,"1935",24,1,"manufacturing"
"PL0280",2000,2850,45645,26167,137873,176440,2441,"1935",24,1,"manufacturing"
"PL0293",2000,206,919,941,3159,1593,3161,"1947",31,1,"manufacturing"
"PL0293",1998,321,1500,1171,4775,2442,3161,"1947",31,1,"manufacturing"
"PL0293",1997,305,2016,1159,4403,1911,3161,"1947",31,1,"manufacturing"
"PL0293",1999,268,1024,1128,3640,1629,3161,"1947",31,1,"manufacturing"
"PL0294",2000,40,1396,770,28286,8674,1551,"1989",15,1,"manufacturing"
"PL0294",1998,40,477,258,7011,2758,1551,"1989",15,1,"manufacturing"
"PL0294",1999,40,895,605,15983,5664,1551,"1989",15,1,"manufacturing"
"PL0325",1997,35,426,262,20559,3418,5118,"1989",51,2,"services"
"PL0354",1999,130,868,521,6730,2251,6330,"1983",63,2,"services"
"PL0354",2000,128,1069,563,6399,2590,6330,"1983",63,2,"services"
"PL0359",1997,8356,76775,49274,568956,628133,7415,"1948",74,2,"services"
"PL0359",2000,90,13744,2516,418504,569062,7415,"1948",74,2,"services"
"PL0359",1999,7231,98876,60075,446454,422866,7415,"1948",74,2,"services"
"PL0359",1998,8250,101270,56924,561213,537674,7415,"1948",74,2,"services"
"PL0359",1996,7825,74645,49384,483931,560199,7415,"1948",74,2,"services"
"PL0390",1997,35,1148,480,4420,7802,5143,"1972",51,2,"services"
"PL0399",1997,100,729,483,23410,6688,5170,"1945",51,2,"services"
"PL0410",1997,332,17188,4184,815765,210288,5248,"1951",52,2,"services"
"PL0410",2000,307,20286,5473,885522,235608,5248,"1951",52,2,"services"
"PL0428",1997,90,13481,1440,5958,21739,7020,"1974",70,2,"services"
"PL0428",1996,259,969,1698,5661,57477,7020,"1974",70,2,"services"
"PL0433",2001,286,6790,3650,11508,9332,7420,"1945",74,2,"services"
"PL0433",2000,286,5226,3499,10757,7707,7420,"1945",74,2,"services"
"PL0440",1998,380,2161,1889,10754,6232,3410,"1968",34,1,"manufacturing"
