"id","year","EMPL","AV","STAF","TURN","TOAS","nacerev1primarycode","year_inc","industry_code","industry","industry_factor"
"PL21183",1999,140,3459,1044,30501,8943,5010,"1990",50,2,"services"
"PL21184",1998,243,1104,844,15028,3191,5170,"1955",51,2,"services"
"PL21184",2000,215,1262,1122,12391,5316,5170,"1955",51,2,"services"
"PL21184",1997,280,831,543,10309,2878,5170,"1955",51,2,"services"
"PL21192",2000,650,8215,3487,15109,8368,4521,"1998",45,1,"manufacturing"
"PL21198",1998,110,816,450,2833,3577,4030,"1992",40,1,"manufacturing"
"PL21198",2000,82,1538,841,4162,4860,4030,"1992",40,1,"manufacturing"
"PL21198",2001,82,968,565,3281,5004,4030,"1992",40,1,"manufacturing"
"PL21198",1999,100,659,564,2777,3312,4030,"1992",40,1,"manufacturing"
"PL21199",1999,85,16957,1050,222302,59261,7440,"1992",74,2,"services"
"PL21199",1998,75,47262,389,246806,47007,7440,"1992",74,2,"services"
"PL21199",1997,63,28647,488,160846,40603,7440,"1992",74,2,"services"
"PL21203",2000,300,288,1626,5447,5736,1930,"1982",19,1,"manufacturing"
"PL21203",1997,1003,5315,3315,20743,9202,1930,"1982",19,1,"manufacturing"
"PL21203",1998,976,4444,3406,18675,9837,1930,"1982",19,1,"manufacturing"
"PL21203",1999,650,1545,2821,10219,7213,1930,"1982",19,1,"manufacturing"
"PL2121",1997,76,1102,418,5816,1481,5170,"1989",51,2,"services"
"PL2121",1999,74,1591,989,8772,2264,5170,"1989",51,2,"services"
"PL2121",2001,61,708,505,5450,1907,5170,"1989",51,2,"services"
"PL2121",2000,61,751,589,5243,1797,5170,"1989",51,2,"services"
"PL2121",1996,57,959,363,4947,1116,5170,"1989",51,2,"services"
"PL2121",1998,91,1529,616,8093,2020,5170,"1989",51,2,"services"
"PL21212",1996,295,7626,1425,25604,18877,2121,"1989",21,1,"manufacturing"
"PL21212",1999,351,1156,2199,25100,25616,2121,"1989",21,1,"manufacturing"
"PL21212",1997,319,6282,1518,26201,18050,2121,"1989",21,1,"manufacturing"
"PL21212",2000,340,5174,2585,31388,26070,2121,"1989",21,1,"manufacturing"
"PL21212",1998,315,5800,1564,25729,26027,2121,"1989",21,1,"manufacturing"
"PL21246",2000,80,444,259,3389,2254,4521,"1988",45,1,"manufacturing"
"PL21247",2000,150,925,248,10602,13740,5164,"1991",51,2,"services"
"PL21247",1999,150,1485,543,9672,12788,5164,"1991",51,2,"services"
"PL21247",1998,137,2030,639,9906,10544,5164,"1991",51,2,"services"
"PL21255",1999,72,765,535,21911,8121,5121,"1989",51,2,"services"
"PL21255",1996,60,664,332,24973,3723,5121,"1989",51,2,"services"
"PL21255",2000,83,1128,660,35615,12903,5121,"1989",51,2,"services"
"PL21262",2001,180,4735,1545,33134,12419,1572,"1993",15,1,"manufacturing"
"PL21262",1998,157,3693,916,29313,9828,1572,"1993",15,1,"manufacturing"
"PL21262",2000,180,3358,1294,27555,12561,1572,"1993",15,1,"manufacturing"
"PL21262",1999,156,2949,1025,19413,9844,1572,"1993",15,1,"manufacturing"
"PL21267",1998,22,677,208,8129,5431,9212,"1991",92,2,"services"
"PL21267",2001,25,2119,287,13610,13274,9212,"1991",92,2,"services"
"PL21267",1997,30,278,96,7163,2211,9212,"1991",92,2,"services"
"PL21267",2000,25,1753,180,10320,13293,9212,"1991",92,2,"services"
"PL21267",1999,28,1648,571,15754,10282,9212,"1991",92,2,"services"
"PL21284",1998,49,215,223,1117,362,4521,"1992",45,1,"manufacturing"
"PL21297",1998,80,428,290,6021,1375,5248,"1989",52,2,"services"
"PL21303",1998,66,1528,549,10757,4421,5153,"1992",51,2,"services"
"PL21303",1996,47,968,438,5369,3422,5153,"1992",51,2,"services"
"PL21303",1999,83,1715,855,7199,4981,5153,"1992",51,2,"services"
"PL21306",1999,1982,14183,8664,187266,133728,5170,"1995",51,2,"services"
"PL21306",2000,2539,22406,11521,278710,184056,5170,"1995",51,2,"services"
"PL21312",2000,25,264,180,3233,1469,5170,"1992",51,2,"services"
"PL21312",1999,20,94,141,2876,1253,5170,"1992",51,2,"services"
"PL21321",2000,58,802,357,22315,6614,2413,"1990",24,1,"manufacturing"
"PL21326",1999,47,345,251,5337,1597,5153,"1990",51,2,"services"
"PL21326",2000,50,382,306,6355,1531,5153,"1990",51,2,"services"
"PL2133",1998,64,506,393,8510,1851,5170,"1991",51,2,"services"
"PL2133",1999,68,633,53,7833,1956,5170,"1991",51,2,"services"
"PL2133",2000,100,906,657,9131,2558,5170,"1991",51,2,"services"
"PL21339",2001,11,1338,104,3120,4635,6712,"1995",67,2,"services"
"PL21339",1999,8,532,41,8621,3780,6712,"1995",67,2,"services"
"PL21339",2000,11,1975,72,7981,5040,6712,"1995",67,2,"services"
"PL21340",2000,30,342,257,4066,2367,5141,"1994",51,2,"services"
"PL21340",1996,23,308,106,4886,1692,5141,"1994",51,2,"services"
"PL21348",1999,20,228,166,4681,1913,5170,"1992",51,2,"services"
"PL21372",1999,7,499,29,8906,2721,1571,"1995",15,1,"manufacturing"
"PL21372",2000,8,615,29,21229,5330,1571,"1995",15,1,"manufacturing"
"PL21372",2001,8,1689,67,30540,5685,1571,"1995",15,1,"manufacturing"
"PL21382",1998,209,2958,1438,36097,9845,5211,"1994",52,2,"services"
"PL21382",1999,245,3433,2035,40723,15794,5211,"1994",52,2,"services"
"PL21399",2000,1609,15813,10754,86840,51476,6340,"1973",63,2,"services"
"PL21406",1996,36,321,134,6702,1893,1571,"1991",15,1,"manufacturing"
"PL21408",1999,56,420,274,3055,1513,5248,"1989",52,2,"services"
"PL21408",2001,128,729,708,8878,3482,5248,"1989",52,2,"services"
"PL2141",1998,115,2066,672,12224,4703,2112,"1990",21,1,"manufacturing"
"PL2141",1996,61,806,309,4569,1842,2112,"1990",21,1,"manufacturing"
"PL2141",1999,109,1403,655,10379,5994,2112,"1990",21,1,"manufacturing"
"PL21416",1997,37,3774,276,6941,19481,6521,"1991",65,2,"services"
"PL21416",1998,24,4602,268,5399,32677,6521,"1991",65,2,"services"
"PL21432",2000,200,1878,1091,5433,2903,2524,"1983",25,1,"manufacturing"
"PL21432",2001,200,2636,1493,6690,4848,2524,"1983",25,1,"manufacturing"
"PL21432",1999,185,1165,831,3631,1844,2524,"1983",25,1,"manufacturing"
"PL21433",1999,124,3825,342,8729,13982,2524,"1993",25,1,"manufacturing"
"PL21433",2000,124,1814,434,9524,14765,2524,"1993",25,1,"manufacturing"
"PL21433",1998,124,3458,294,10077,14241,2524,"1993",25,1,"manufacturing"
"PL21433",2001,124,2424,381,9217,13730,2524,"1993",25,1,"manufacturing"
"PL21436",1999,8,348,95,23820,2882,5170,"1997",51,2,"services"
"PL21439",2000,99,746,528,3036,642,4521,"1992",45,1,"manufacturing"
"PL21439",1999,99,494,422,2521,543,4521,"1992",45,1,"manufacturing"
"PL21449",1998,19,13539,315,219072,80972,5010,"1993",50,2,"services"
"PL21450",1999,25,517,388,4878,1274,5170,"1990",51,2,"services"
"PL21452",2000,5,43,30,340,53,4521,"1995",45,1,"manufacturing"
"PL21456",1999,197,621,676,7058,4309,3615,"1993",36,1,"manufacturing"
"PL21456",2000,185,1329,1040,14163,6580,3615,"1993",36,1,"manufacturing"
"PL21456",1998,106,62,367,5128,3108,3615,"1993",36,1,"manufacturing"
"PL21464",2000,56,7532,819,41068,132903,7020,"1995",70,2,"services"
"PL21464",1999,112,4645,1137,51287,80503,7020,"1995",70,2,"services"
"PL21467",1999,18,914,368,13230,9625,5151,"1993",51,2,"services"
"PL21498",2000,373,5230,2355,14468,42508,1513,"1996",15,1,"manufacturing"
"PL21498",1999,380,4208,2161,12611,40890,1513,"1996",15,1,"manufacturing"
"PL21500",1999,150,805,650,5061,1960,4521,"1990",45,1,"manufacturing"
"PL21500",1998,170,809,643,5094,1997,4521,"1990",45,1,"manufacturing"
"PL21532",1998,91,3721,1560,6110,2745,5164,"1991",51,2,"services"
"PL21539",1998,210,897,649,2110,4539,5170,"1993",51,2,"services"
"PL21539",2000,302,1857,1374,4853,10197,5170,"1993",51,2,"services"
"PL2154",1997,30,1202,160,8152,2180,5165,"1989",51,2,"services"
"PL2154",1996,21,1013,145,8156,2097,5165,"1989",51,2,"services"
"PL2154",1998,33,844,208,7233,2718,5165,"1989",51,2,"services"
"PL2154",2000,39,746,324,5494,3246,5165,"1989",51,2,"services"
"PL2154",1999,36,658,275,5126,3576,5165,"1989",51,2,"services"
"PL21568",1999,27,737,568,7791,2514,5153,"1992",51,2,"services"
"PL21568",2000,25,1190,596,7317,3090,5153,"1992",51,2,"services"
"PL21568",1998,25,918,445,7603,2015,5153,"1992",51,2,"services"
"PL2158",2000,2726,19376,13807,131056,79901,1721,"1963",17,1,"manufacturing"
"PL2158",1998,4315,22052,18294,120003,101364,1721,"1963",17,1,"manufacturing"
"PL2158",1999,3278,10307,16952,98540,79199,1721,"1963",17,1,"manufacturing"
"PL2158",1996,6092,33575,23092,162539,105319,1721,"1963",17,1,"manufacturing"
"PL21634",2000,155,1931,676,19109,26167,2625,"1991",26,1,"manufacturing"
"PL21634",1997,100,423,297,3119,5166,2625,"1991",26,1,"manufacturing"
"PL21634",1999,155,678,653,17770,25565,2625,"1991",26,1,"manufacturing"
"PL21640",1998,2167,7644,6268,69164,12922,4521,"1991",45,1,"manufacturing"
"PL21652",1997,60,683,331,2167,1570,5261,"1992",52,2,"services"
"PL21652",1999,68,891,334,2167,2166,5261,"1992",52,2,"services"
"PL21652",2000,76,1471,838,3382,2276,5261,"1992",52,2,"services"
"PL21659",2001,55,1754,352,24279,10729,5152,"1990",51,2,"services"
"PL21659",2000,55,884,308,16045,8804,5152,"1990",51,2,"services"
"PL21659",1999,54,490,227,10795,5232,5152,"1990",51,2,"services"
"PL21694",1997,284,1507,804,19527,3307,5144,"1986",51,2,"services"
"PL21694",1999,256,1459,983,14531,3486,5144,"1986",51,2,"services"
"PL21694",1998,302,1695,917,19255,4701,5144,"1986",51,2,"services"
"PL21699",2000,182,898,1125,5030,1401,3614,"1994",36,1,"manufacturing"
"PL21704",1999,43,1042,491,6759,3643,2121,"1993",21,1,"manufacturing"
"PL21704",2000,45,1116,530,6693,3445,2121,"1993",21,1,"manufacturing"
"PL21709",2001,485,5622,4858,41612,13609,4521,"1995",45,1,"manufacturing"
"PL21709",1997,320,2169,1845,13229,9537,4521,"1995",45,1,"manufacturing"
"PL21709",1998,284,6340,2881,49564,15723,4521,"1995",45,1,"manufacturing"
"PL21709",1996,280,1751,1465,10837,3219,4521,"1995",45,1,"manufacturing"
"PL21709",2000,485,7943,4767,39968,15978,4521,"1995",45,1,"manufacturing"
"PL21709",1999,423,7965,3951,37405,13832,4521,"1995",45,1,"manufacturing"
"PL21710",2001,353,2096,1383,5331,1187,3614,"1989",36,1,"manufacturing"
"PL21710",1999,329,2268,1350,7347,1271,3614,"1989",36,1,"manufacturing"
"PL21710",1998,290,1698,1070,6577,965,3614,"1989",36,1,"manufacturing"
"PL21710",2000,353,2065,1421,6817,1064,3614,"1989",36,1,"manufacturing"
"PL21715",2000,120,1459,1179,5470,1448,2812,"1983",28,1,"manufacturing"
"PL21715",1998,113,1466,885,5233,1405,2812,"1983",28,1,"manufacturing"
"PL21715",1996,101,1399,563,4740,2045,2812,"1983",28,1,"manufacturing"
"PL21730",1997,24,774,96,7620,3430,5170,"1993",51,2,"services"
"PL21735",1998,20,288,117,897,793,2232,"1991",22,1,"manufacturing"
"PL21742",1999,224,2669,2729,46389,19537,5153,"1993",51,2,"services"
"PL21742",2000,196,68,2353,42813,19326,5153,"1993",51,2,"services"
"PL21766",2000,538,7782,4302,86433,28074,5154,"1996",51,2,"services"
"PL21766",1996,90,990,342,13655,7083,5154,"1996",51,2,"services"
"PL21766",1999,519,9257,4068,89987,27921,5154,"1996",51,2,"services"
"PL21772",1999,11,25,20,454,122,5170,"1990",51,2,"services"
"PL21774",2000,134,844,492,4080,3722,2121,"1988",21,1,"manufacturing"
"PL21774",1999,140,563,529,3466,3480,2121,"1988",21,1,"manufacturing"
"PL21782",2000,45,2706,2780,5492,2883,8042,"1991",80,2,"services"
"PL21803",2000,400,1516,1698,20316,7855,1513,"1990",15,1,"manufacturing"
"PL21816",2001,115,1384,838,12043,5194,5030,"1989",50,2,"services"
"PL21816",2000,115,1068,700,8529,3690,5030,"1989",50,2,"services"
"PL21908",1999,26,218,202,6163,2037,6312,"1993",63,2,"services"
"PL21908",1997,16,199,101,5247,1390,6312,"1993",63,2,"services"
"PL2192",1998,88,535,555,11034,11293,5010,"1992",50,2,"services"
"PL21927",2000,28,2563,796,14313,5955,5142,"1992",51,2,"services"
"PL21927",1999,28,1465,637,11920,4924,5142,"1992",51,2,"services"
"PL21927",1998,22,1014,797,14400,8837,5142,"1992",51,2,"services"
"PL21927",1997,20,1611,426,10095,5561,5142,"1992",51,2,"services"
"PL21929",1999,31,2109,286,4624,4615,6523,"1993",65,2,"services"
"PL21929",1998,47,984,248,2027,1473,6523,"1993",65,2,"services"
"PL21949",1997,47,960,268,2434,2818,2522,"1990",25,1,"manufacturing"
"PL21980",2000,60,153,211,4249,2907,5248,"1991",52,2,"services"
"PL21989",1999,416,2113,1567,4657,3976,3430,"1950",34,1,"manufacturing"
"PL22026",1999,5,69,28,1832,9269,7032,"1997",70,2,"services"
"PL22026",1998,5,12,48,950,9729,7032,"1997",70,2,"services"
"PL22026",2000,5,1292,8,2130,10409,7032,"1997",70,2,"services"
"PL22031",2000,3,2801,124,662,32664,7032,"1996",70,2,"services"
"PL22031",1998,2,5833,259,179,41112,7032,"1996",70,2,"services"
"PL22034",2000,21,156,58,922,263,5153,"1995",51,2,"services"
"PL22070",1999,424,3046,2284,9816,3846,4523,"1992",45,1,"manufacturing"
"PL22070",1998,411,2646,1803,10172,4059,4523,"1992",45,1,"manufacturing"
"PL22072",1999,10,1864,55,4644,24945,7032,"1997",70,2,"services"
"PL22072",1998,11,853,92,2160,29270,7032,"1997",70,2,"services"
"PL22073",2001,36,714,400,9119,3353,5170,"1996",51,2,"services"
"PL22073",1999,26,253,245,4815,2955,5170,"1996",51,2,"services"
"PL22073",2000,36,1104,417,7988,3122,5170,"1996",51,2,"services"
"PL22112",1998,101,602,517,9644,6950,2522,"1995",25,1,"manufacturing"
"PL22112",1997,100,732,367,10330,6854,2522,"1995",25,1,"manufacturing"
"PL22118",2001,400,1659,1380,8147,2102,1930,"",19,1,"manufacturing"
"PL22118",2000,400,1639,1425,7769,2337,1930,"",19,1,"manufacturing"
"PL22118",1997,334,1570,894,7793,2653,1930,"",19,1,"manufacturing"
"PL22127",2000,139,1704,549,6266,3334,2121,"1991",21,1,"manufacturing"
"PL22127",1998,135,1026,324,3345,2401,2121,"1991",21,1,"manufacturing"
"PL22127",2001,139,2388,737,7616,4662,2121,"1991",21,1,"manufacturing"
"PL22132",1999,36,968,365,10693,2239,5248,"1988",52,2,"services"
"PL22132",1998,35,591,246,8465,1805,5248,"1988",52,2,"services"
"PL22132",2000,39,743,418,11825,2694,5248,"1988",52,2,"services"
"PL22142",1997,55,340,162,22337,2638,5135,"1990",51,2,"services"
"PL22142",1999,80,1100,471,4150,557,5135,"1990",51,2,"services"
"PL22149",1999,291,1316,902,9359,8871,5248,"1995",52,2,"services"
"PL22149",1998,223,685,622,8313,7362,5248,"1995",52,2,"services"
"PL22149",2000,350,1467,1165,11460,10144,5248,"1995",52,2,"services"
"PL22165",1999,54,746,552,5827,3332,4521,"",45,1,"manufacturing"
"PL22165",2000,55,805,620,7263,5423,4521,"",45,1,"manufacturing"
"PL22165",2001,55,1114,900,5490,2687,4521,"",45,1,"manufacturing"
"PL2218",2000,65,732,442,2895,1641,2030,"1990",20,1,"manufacturing"
"PL2218",2001,65,589,491,2310,1733,2030,"1990",20,1,"manufacturing"
"PL22180",1997,212,1171,843,4144,1232,4521,"1989",45,1,"manufacturing"
"PL22182",1997,148,536,221,19756,6400,5245,"1991",52,2,"services"
"PL22182",1998,200,2947,1162,71109,9447,5245,"1991",52,2,"services"
"PL22182",2001,250,3528,2010,68022,16309,5245,"1991",52,2,"services"
"PL22182",1999,225,2893,1471,61154,9749,5245,"1991",52,2,"services"
"PL22182",2000,250,2654,1608,59864,12329,5245,"1991",52,2,"services"
"PL22186",2000,90,947,394,9302,3892,5153,"1995",51,2,"services"
"PL22209",1998,268,4072,1246,19677,5574,2125,"1998",21,1,"manufacturing"
"PL22209",2000,190,4504,1692,29364,12521,2125,"1998",21,1,"manufacturing"
"PL22212",1998,150,1270,902,23002,5143,5227,"1994",52,2,"services"
"PL22212",1996,85,859,714,22002,6585,5227,"1994",52,2,"services"
"PL22212",1997,120,1072,680,20475,4645,5227,"1994",52,2,"services"
"PL22212",1999,150,1294,977,20999,7997,5227,"1994",52,2,"services"
"PL22214",1999,119,793,602,1743,1139,3162,"1996",31,1,"manufacturing"
"PL22214",2001,110,947,767,2406,1472,3162,"1996",31,1,"manufacturing"
"PL22214",2000,110,826,642,1906,1390,3162,"1996",31,1,"manufacturing"
"PL22227",2000,215,9277,2486,58220,20774,5248,"1993",52,2,"services"
"PL22227",1998,200,8367,1668,52443,20477,5248,"1993",52,2,"services"
"PL22227",1999,215,9672,1856,59491,24081,5248,"1993",52,2,"services"
"PL22231",2000,18,708,100,8043,2511,5155,"1991",51,2,"services"
"PL22231",1999,17,529,82,7108,3400,5155,"1991",51,2,"services"
"PL22231",2001,18,654,126,6021,2131,5155,"1991",51,2,"services"
"PL22231",1998,16,385,64,5629,2495,5155,"1991",51,2,"services"
"PL22236",2000,258,2368,1549,11360,13680,3430,"1997",34,1,"manufacturing"
"PL22236",1999,223,2757,1351,10344,13970,3430,"1997",34,1,"manufacturing"
"PL22240",2000,65,2290,958,6845,5309,5170,"1997",51,2,"services"
"PL22240",1999,64,2213,852,6805,5951,5170,"1997",51,2,"services"
"PL22240",2001,65,1984,1120,6470,5106,5170,"1997",51,2,"services"
"PL22242",2001,22,1125,808,2184,3378,6523,"1997",65,2,"services"
"PL22242",2000,22,386,1047,1363,2726,6523,"1997",65,2,"services"
"PL22258",1999,75,971,396,5599,4388,5030,"1991",50,2,"services"
"PL22258",2000,90,336,413,6137,4189,5030,"1991",50,2,"services"
"PL22269",1998,90,658,597,3460,2392,2121,"1986",21,1,"manufacturing"
"PL22269",1999,100,817,590,3642,3734,2121,"1986",21,1,"manufacturing"
"PL22277",2000,75,1101,690,5948,2320,5247,"1994",52,2,"services"
"PL22277",2001,75,1454,773,6477,2004,5247,"1994",52,2,"services"
"PL22277",1999,67,757,519,5700,2143,5247,"1994",52,2,"services"
"PL22293",2000,260,1272,1064,5976,2839,1930,"1990",19,1,"manufacturing"
"PL22293",1999,262,1608,1021,5893,3011,1930,"1990",19,1,"manufacturing"
"PL22313",1999,46,1664,1064,11456,6716,2231,"1995",22,1,"manufacturing"
"PL22313",1998,40,1812,1022,9951,8240,2231,"1995",22,1,"manufacturing"
"PL22313",2000,46,853,1182,11018,5403,2231,"1995",22,1,"manufacturing"
"PL22355",1999,98,1755,477,3571,2741,3430,"1988",34,1,"manufacturing"
"PL22355",1998,102,1980,406,4072,2926,3430,"1988",34,1,"manufacturing"
"PL22355",2001,88,1522,527,3769,3325,3430,"1988",34,1,"manufacturing"
"PL22355",2000,88,1600,532,3808,3427,3430,"1988",34,1,"manufacturing"
"PL22365",2001,180,3404,1719,14951,5862,2523,"1994",25,1,"manufacturing"
"PL22365",1998,175,1813,1024,10196,2106,2523,"1994",25,1,"manufacturing"
"PL2237",1999,610,10364,4308,41032,49993,2651,"1973",26,1,"manufacturing"
"PL22375",1999,100,371,332,1948,454,2871,"1990",28,1,"manufacturing"
"PL22383",1999,119,657,636,3422,1592,5010,"1953",50,2,"services"
"PL22386",2000,35,438,204,3649,2109,2812,"1992",28,1,"manufacturing"
"PL22386",1999,30,572,160,3179,905,2812,"1992",28,1,"manufacturing"
"PL22414",1997,68,474,250,5716,1228,5153,"1991",51,2,"services"
"PL22414",2000,90,755,448,10096,2762,5153,"1991",51,2,"services"
"PL22414",1999,85,739,445,9716,2397,5153,"1991",51,2,"services"
"PL22414",1998,75,656,342,8021,1785,5153,"1991",51,2,"services"
"PL22422",2000,126,3066,1394,17003,17642,1533,"1993",15,1,"manufacturing"
"PL22422",1999,160,2174,1217,17431,15951,1533,"1993",15,1,"manufacturing"
"PL22422",1998,150,1236,989,21156,18019,1533,"1993",15,1,"manufacturing"
"PL22432",2000,112,2215,1302,14931,6948,2452,"1993",24,1,"manufacturing"
"PL22432",1999,92,1769,777,8102,3785,2452,"1993",24,1,"manufacturing"
"PL22439",1998,179,1052,1042,21410,5644,5144,"1993",51,2,"services"
"PL22439",2000,194,1320,1218,20290,6944,5144,"1993",51,2,"services"
"PL22439",1999,200,1409,1348,20116,5259,5144,"1993",51,2,"services"
"PL22447",1999,100,477,266,4089,5144,5170,"1993",51,2,"services"
"PL22477",2000,130,1269,707,2870,3168,2125,"1996",21,1,"manufacturing"
"PL22477",2001,130,1794,828,3287,3076,2125,"1996",21,1,"manufacturing"
"PL22490",2000,77,1895,1258,8538,4244,5170,"1922",51,2,"services"
"PL22490",1999,83,1197,1093,7801,3457,5170,"1922",51,2,"services"
"PL22490",1998,80,1262,705,6295,2938,5170,"1922",51,2,"services"
"PL22498",1999,109,1513,933,2979,1477,7220,"1989",72,2,"services"
"PL22498",2000,114,1555,981,3515,1751,7220,"1989",72,2,"services"
"PL22498",1998,91,1452,801,3033,1514,7220,"1989",72,2,"services"
"PL22506",2000,14,428,96,2925,1213,5153,"1989",51,2,"services"
"PL2251",2000,180,4388,2694,71532,22542,5147,"1992",51,2,"services"
"PL22510",1998,45,472,223,8358,2114,2030,"1995",20,1,"manufacturing"
"PL22510",1999,35,458,196,4258,2137,2030,"1995",20,1,"manufacturing"
"PL22515",1999,110,579,370,2254,1044,4511,"1989",45,1,"manufacturing"
"PL22515",2000,120,520,368,3057,946,4511,"1989",45,1,"manufacturing"
"PL22517",1999,105,774,575,17637,3855,5152,"1997",51,2,"services"
"PL22517",2000,100,841,620,17592,3609,5152,"1997",51,2,"services"
"PL22517",1998,104,577,469,17185,2961,5152,"1997",51,2,"services"
"PL22522",1998,20,3680,4630,32906,7868,2212,"1993",22,1,"manufacturing"
"PL22522",2000,290,9494,5578,33782,11436,2212,"1993",22,1,"manufacturing"
"PL22522",1999,270,5868,5626,33838,8879,2212,"1993",22,1,"manufacturing"
"PL22525",2000,33,389,297,3351,1555,2222,"1992",22,1,"manufacturing"
"PL22525",2001,33,416,308,3165,1569,2222,"1992",22,1,"manufacturing"
"PL22525",1999,33,312,272,2899,1483,2222,"1992",22,1,"manufacturing"
"PL22530",1998,50,271,299,5185,1623,5170,"1993",51,2,"services"
"PL22530",1999,52,324,308,5344,3693,5170,"1993",51,2,"services"
"PL22531",1999,5,141,37,1143,440,5170,"1996",51,2,"services"
"PL22531",2001,5,101,48,739,495,5170,"1996",51,2,"services"
"PL22531",2000,5,158,55,1166,474,5170,"1996",51,2,"services"
"PL22555",1999,130,1866,940,7554,2537,4522,"1992",45,1,"manufacturing"
"PL22580",1997,298,1168,967,25009,6057,5143,"1991",51,2,"services"
"PL22580",1998,330,1609,1160,29881,7675,5143,"1991",51,2,"services"
"PL22607",2001,80,2921,888,22119,4809,5170,"1989",51,2,"services"
"PL22607",2000,80,2216,861,20355,4415,5170,"1989",51,2,"services"
"PL22607",1999,80,2373,804,17599,3729,5170,"1989",51,2,"services"
"PL22621",1999,61,800,262,3449,3183,1754,"1992",17,1,"manufacturing"
"PL22621",2001,80,823,420,3198,3352,1754,"1992",17,1,"manufacturing"
"PL22621",2000,80,887,406,3565,3173,1754,"1992",17,1,"manufacturing"
"PL22621",1998,56,785,201,3537,2054,1754,"1992",17,1,"manufacturing"
"PL22623",1999,26,228,188,1437,513,5030,"1997",50,2,"services"
"PL22627",1999,68,769,575,19920,5537,6025,"1991",60,2,"services"
"PL22627",1998,72,423,310,7147,7388,6025,"1991",60,2,"services"
"PL22633",1999,109,480,344,3639,1047,5170,"1994",51,2,"services"
"PL22633",2001,136,545,463,4018,1413,5170,"1994",51,2,"services"
"PL22633",2000,136,493,456,3743,1380,5170,"1994",51,2,"services"
"PL22648",1998,76,248,94,1620,726,3614,"1990",36,1,"manufacturing"
"PL22672",1998,30,272,138,7248,3778,5170,"1994",51,2,"services"
"PL22730",1999,115,519,265,2170,2627,2524,"1996",25,1,"manufacturing"
"PL22730",2000,169,719,470,3553,3166,2524,"1996",25,1,"manufacturing"
"PL22739",1998,3050,37073,28170,343185,201329,1542,"1991",15,1,"manufacturing"
"PL22739",2000,2700,35731,31133,323098,141775,1542,"1991",15,1,"manufacturing"
"PL22739",1999,2888,58829,32261,357697,163758,1542,"1991",15,1,"manufacturing"
"PL22739",1997,1506,17338,10702,228732,126679,1542,"1991",15,1,"manufacturing"
"PL22739",2001,2700,55820,46888,392652,216278,1542,"1991",15,1,"manufacturing"
"PL2274",1999,6,56,43,64,297,9111,"1991",91,2,"services"
"PL2274",1997,14,91,77,207,375,9111,"1991",91,2,"services"
"PL22743",1997,5,12,15,251,207,5170,"1996",51,2,"services"
"PL22743",1998,5,34,38,666,399,5170,"1996",51,2,"services"
"PL22744",2000,34,879,318,5275,4669,5134,"1991",51,2,"services"
"PL22744",1999,35,444,164,4123,5158,5134,"1991",51,2,"services"
"PL22747",1999,500,3237,2904,12136,4348,4521,"1952",45,1,"manufacturing"
"PL22747",2000,547,6819,3635,11058,5360,4521,"1952",45,1,"manufacturing"
"PL22747",1998,524,2107,1631,8869,3946,4521,"1952",45,1,"manufacturing"
"PL22768",1999,144,893,324,3026,7381,6340,"",63,2,"services"
"PL22801",2000,821,6714,4103,23248,12914,5113,"1990",51,2,"services"
"PL22801",1999,800,5498,3489,18123,8109,5113,"1990",51,2,"services"
"PL22802",2000,50,545,374,3189,1768,2523,"1998",25,1,"manufacturing"
"PL22803",1997,7,165,78,2681,3299,5170,"1992",51,2,"services"
"PL22810",2000,275,5436,1440,20361,6919,3614,"1992",36,1,"manufacturing"
"PL22810",1999,200,4025,970,13149,5027,3614,"1992",36,1,"manufacturing"
"PL22812",2001,87,551,444,2552,557,1721,"1992",17,1,"manufacturing"
"PL22813",2001,10,1202,275,2592,1466,5121,"1992",51,2,"services"
"PL22818",1999,105,1160,784,4666,2909,2811,"1977",28,1,"manufacturing"
"PL22842",2000,600,61673,4989,170387,355687,2020,"1999",20,1,"manufacturing"
"PL22843",1999,16,647,238,8175,3735,5152,"1997",51,2,"services"
"PL22843",2000,16,591,313,11410,4792,5152,"1997",51,2,"services"
"PL22855",2000,40,210,136,1011,719,4521,"1990",45,1,"manufacturing"
"PL22872",1999,60,2711,1019,24711,4571,4521,"1996",45,1,"manufacturing"
"PL22877",2000,60,566,340,8419,1518,5151,"1994",51,2,"services"
"PL22877",2001,60,715,338,7941,1227,5151,"1994",51,2,"services"
"PL22896",2000,270,2703,1597,6060,5030,2442,"1944",24,1,"manufacturing"
"PL22896",1999,270,2929,1445,5970,4773,2442,"1944",24,1,"manufacturing"
"PL22897",1999,70,1364,645,4346,7684,4020,"1997",40,1,"manufacturing"
"PL22897",2000,83,772,856,5984,9082,4020,"1997",40,1,"manufacturing"
"PL22906",2000,100,1327,1209,19145,11778,2442,"1995",24,1,"manufacturing"
"PL22906",1998,118,18,1,452,9623,2442,"1995",24,1,"manufacturing"
"PL22906",1999,108,2975,1140,17266,12817,2442,"1995",24,1,"manufacturing"
"PL22910",1999,20,137,64,4830,1738,5121,"1995",51,2,"services"
"PL22910",1998,20,210,19,2420,2122,5121,"1995",51,2,"services"
"PL22910",2000,25,227,107,3166,1040,5121,"1995",51,2,"services"
"PL22910",1997,9,99,18,748,577,5121,"1995",51,2,"services"
