year	id	EMPL	AV	STAF	TURN	TOAS
1996	PL31278	88	1800	554	3446	1373
1996	PL31279	187			6262	8056
1996	PL3128	2343		10777	105759	70991
1996	PL31280	101			9343	2435
1996	PL31281	350			4202	4494
1996	PL31282	316			3655	3552
1996	PL31285	171		663	348	1661
1996	PL31286	120		357	2808	2790
1996	PL31288	173			1937	1988
1996	PL31290	177				
1996	PL31291	49				
1996	PL31292	221				
1996	PL31293	26				
1996	PL31294	70		720	8641	6458
1996	PL31295	70				
1996	PL31296	25				
1996	PL31298	623				
1996	PL31299	74				
1996	PL31300	253				
1996	PL31302	29				
1996	PL31304	530				
1996	PL31305	276				
1996	PL31306	150				
1996	PL31307	208				
1996	PL31308	36				
1996	PL31309	48				
1996	PL3131	543			9269	11501
1996	PL31310	7				
1996	PL31313	120				
1996	PL31317	120				
1996	PL31319	160				
1996	PL31320	152				
1996	PL31321	52				
1996	PL31322	76				
1996	PL31325	72				
1996	PL31327	5				
1996	PL31328	39				
1996	PL31330	17				
1996	PL31331	321				
1996	PL31332	213				
1996	PL31333	315				
1996	PL31334	31				
1996	PL31336	83				
1996	PL31337	350				
1996	PL31338	43				
1996	PL31339	56				
1996	PL31340	79				
1996	PL31341	251				
1996	PL31342	58				
1996	PL31343	430				
1996	PL31344	1941				
1996	PL31347	66				
1996	PL31349	109				
1996	PL3135	1193	36776	7163	63585	70005
1996	PL31350	15				
1996	PL31352	49				
1996	PL31355	95				
1996	PL31357	198				
1996	PL31358	240				
1996	PL31359	270				
1996	PL31360	18				
1996	PL31361	55				
1996	PL31362	112				
1996	PL31363	50				
1996	PL31365	66				
1996	PL31367	41				
1996	PL31370	116				
1996	PL31372	65				
1996	PL31373	219				
1996	PL31374	98				
1996	PL31375	2				
1996	PL31380	140				
1996	PL31381	321				
1996	PL31382	75				
1996	PL31383	125				
1996	PL31385	171				
1996	PL31386	110				
1996	PL31387	57				
1996	PL31388	104				
1996	PL31389	145				
1996	PL31391	170				
1996	PL31393	101				
1996	PL31395	73				
1996	PL31396	3				
1996	PL31397	20				
1996	PL31398	79				
1996	PL31399	56				
1996	PL31400	256				
1996	PL31402	174				
1996	PL31403	103				
1996	PL31404	14				
1996	PL31406	399				
1996	PL31407	26				
1996	PL31408	67				
1996	PL31410	170				
1996	PL31412	104				
1996	PL31413	150				
1996	PL31414	13				
1996	PL31416	293				
1996	PL31417	59				
1996	PL31418	542				
1996	PL31420	153				
1996	PL31421	95				
1996	PL31422	91				
1996	PL31423	94				
1996	PL31425	117				
1996	PL31428	70				
1996	PL31429	99				
1996	PL31430	45				
1996	PL31432	132				
1996	PL31434	139				
1996	PL31435	126				
1996	PL31436	48				
1996	PL31438	596				
1996	PL31439	53				
1996	PL31441	40				
1996	PL31445	52				
1996	PL31446	205				
1996	PL31448	100				
1996	PL31449	122				
1996	PL31450	83				
1996	PL31451	20				
1996	PL31455	59				
1996	PL31456	286				
1996	PL31457	130				
1996	PL31458	68				
1996	PL31460	159				
1996	PL31461	43				
1996	PL31462	22				
1996	PL31463	157				
1996	PL31464	400				
1996	PL31465	135				
1996	PL31466	48				
1996	PL31468	112				
1996	PL31470	363				
1996	PL31471	39				
1996	PL31473	390				
1996	PL31474	306				
1996	PL31475	244				
1996	PL31476	177				
1996	PL31477	3295				
1996	PL31480	29				
1996	PL31485	158				
1996	PL31486	14				
1996	PL31491	59				
1996	PL31492	52				
1996	PL31493	25				
1996	PL31494	13				
1996	PL31495	193				
1996	PL31496	40				
1996	PL31497	3				
1996	PL31498	21				
1996	PL31499	40				
1996	PL31505	170				
1996	PL31507	27				
1996	PL31531	20				
1996	PL31533					6033
1996	PL3154	18				
1996	PL31541	9			16612	6764
1996	PL31546	49				
1996	PL31550	30				
1996	PL31557	450				
1996	PL3156	606			17539	27949
1996	PL31563	16				
1996	PL31568	11				
1996	PL31573	91				
1996	PL31611	44				
1996	PL31613	30				
1996	PL31614	23				
1996	PL31620	209				
1996	PL31637	80				
1996	PL31652	20				
1996	PL31676	40				
1996	PL31685	120				
1996	PL31695	13				
1996	PL31697	141				
1996	PL31701	37				
1996	PL31703	83				
1996	PL31704	10				
1996	PL31706	70				
1996	PL31708	30				
1996	PL31709	57				
1996	PL31710	65				
1996	PL31733	29				
1996	PL31745	39				
1996	PL31752	63				
1996	PL31767	60				
1996	PL31769	152				
1996	PL3177	216				
1996	PL31777	10				
1996	PL31778	10				
1996	PL3178	342			8856	7447
1996	PL31790	99				
1996	PL31797	186				
1996	PL31804	316				
1996	PL31807	127				
1996	PL3181	1360	7243	4487	20419	20892
1996	PL31810	125				
1996	PL31811	23				
1996	PL31812	49				
1996	PL31813	11				
1996	PL31814	295				
1996	PL31816	3				
1996	PL31817	2059				
1996	PL31819	209				
1996	PL31821	552				
1996	PL31822	70				
1996	PL31824	1400				
1996	PL31826	101		619	33813	4144
1996	PL31828	123				
1996	PL31831	135				
1996	PL31833	38				
1996	PL31835	146				
1996	PL31836	44				
1996	PL31838	63				
1996	PL31840	148				
1996	PL31844	13				
1996	PL31846	45				
1996	PL31848	88				
1996	PL3185	599			66362	15508
1996	PL31850	50				
1996	PL31853	1675	10591	6592	25008	43406
1996	PL31854	51				
1996	PL31855	24				
1996	PL31856	119				
1996	PL31857	72				
1996	PL31862	29				
1996	PL31865	41				
1996	PL31871	25				
1996	PL31872	45				
1996	PL31873	15				
1996	PL31874	303				3178
1996	PL31877	35				
1996	PL31882	60				
1996	PL31886	83				
1996	PL31888	270				
1996	PL3189	753	3668	2792	10928	6536
1996	PL31895	56	1697	516	6375	3007
1996	PL31899	79				
1996	PL31901	150				
1996	PL31902	96				
1996	PL31908	156	111	210	937	882
1996	PL31910	260				
1996	PL31912	500				
1996	PL31913	26				
1996	PL31915	102				
1996	PL31918	30				
1996	PL31921	18				
1996	PL31922	34				
1996	PL31923	28				
1996	PL31925	77				
1996	PL31927	203				
1996	PL3193	118			8903	6394
1996	PL31930	53				
1996	PL31932	290				
1996	PL31936	53				
1996	PL31937	24				
1996	PL31938				45850	26267
1996	PL31939	250				
1996	PL3194	500			9541	7739
1996	PL31941	390				
1996	PL31942	10				
1996	PL31943	98				
1996	PL31944	250				
1996	PL31945	13				
1996	PL31946	113				
1996	PL31947	32				
1996	PL31948	26				
1996	PL31949	80				
1996	PL31952	57				
1996	PL31954	175				
1996	PL31959	17				
1996	PL31964	50				
1996	PL31965	25				
1996	PL31966	40				
1996	PL31971	447				
1996	PL31974	127				
1996	PL31975	516			23873	46317
1996	PL31976	4				
1996	PL3198	43			4431	2596
1996	PL31981	46				
1996	PL31982	80				
1996	PL31983	61				
1996	PL3199	248			60252	25076
1996	PL31992	78				
1996	PL31996	238				
1996	PL31997	122				
1996	PL31998	152				
1996	PL3200	1150			7819	3909
1996	PL32000	101				
1996	PL32001	74				
1996	PL32003	168				
1996	PL32005	15				
1996	PL32011	860				
1996	PL32012	420				
1996	PL32013	247				
1996	PL32014	63				
1996	PL32015	241				
1996	PL32021	118				
1996	PL32022	174				
1996	PL32027	40				
1996	PL32028	79				
1996	PL32030	70				
1996	PL32031	70				
1996	PL32032	430				
1996	PL32033	40				
1996	PL32034	187				
1996	PL32035	158				
1996	PL32036	97				
1996	PL32038	86				
1996	PL32040	58				
1996	PL32045	29				
1996	PL32048	226				
1996	PL32050	27				
1996	PL32051				160	340
1996	PL32052	513				
1996	PL32053	91				
1996	PL32054				13600	5430
1996	PL32055	58				
1996	PL32058	41				
1996	PL32061	36				
1996	PL32062	44				
1996	PL32063	46				
1996	PL32064	77				
1996	PL32066	32				
1996	PL32069			88	12073	2115
1996	PL32071	52	729	198	16982	3033
1996	PL32072	120			19508	16329
1996	PL32075			282	9947	4471
1996	PL32076	10	2371	73	4059	11187
1996	PL32078		5790	3194	40117	23219
1996	PL32080	172				
1996	PL32082	467				
1996	PL32083	138				
1996	PL32084	54				
1996	PL32085	73				
1996	PL32086	106				
1996	PL32087	153				
1996	PL32088	106				
1996	PL32091	204				
1996	PL32094	100				
1996	PL32097	150				
1996	PL3210	185			5570	3236
1996	PL32101	157				
1996	PL32102	129				
1996	PL32104	49				
1996	PL32105	49				
1996	PL32106	210				
1996	PL32108	120				
1996	PL32109	5				
1996	PL32110	122				
1996	PL32111	47				
1996	PL32114	22				
1996	PL32115	150				
1996	PL32116	174				
1996	PL32117	88				
1996	PL32119	83				
1996	PL3212	155				
1996	PL32120	90				
1996	PL32123	145				
1996	PL32127	105				
1996	PL32128	256				
1996	PL32129	114				
1996	PL32130	170				
1996	PL32131	229				
1996	PL32136	120				
1996	PL32137	87				
1996	PL32141	65				
1996	PL32142	233				
1996	PL32150	35				
1996	PL32155	100				
1996	PL32156	178				
1996	PL32157	50				
1996	PL32158	75				
1996	PL32165	308				
1996	PL32168	130				
1996	PL32169	128				
1996	PL32174	13				
1996	PL32175	33				
1996	PL32177	1120				
1996	PL32179	28				
1996	PL32180	100				
1996	PL32181	3				
1996	PL32182	280				
1996	PL32185	143				
1996	PL32187	52				
1996	PL32188	60				
1996	PL32189	55				
1996	PL3219	780			12271	6827
1996	PL32193	226				
1996	PL32194	40				
1996	PL32195	26				
1996	PL32199	47				
1996	PL32210	80				
1996	PL32211	73				
1996	PL32213	98				
1996	PL32215	36				
1996	PL32218	81				
1996	PL32223	72				
1996	PL32224	45				
1996	PL32235	55				
1996	PL32237	20				
1996	PL3224	646				
1996	PL32244	333				
1996	PL32253	29				
1996	PL3226		59142	15499	130898	77181
1996	PL32276	24				
1996	PL32283	51				
1996	PL32288	162				
1996	PL3229	62	731	339	12950	2462
1996	PL32297				16793	10022
1996	PL3230	414	1443	1096	3411	1692
1996	PL32300	67				
1996	PL32303	46				
1996	PL32309	24				
1996	PL3232	355	1329	1410	6348	5606
1996	PL32320	133				
1996	PL32334	38				
1996	PL32342	39				
1996	PL32355	60				
1996	PL32377	8				
1996	PL32404	94				
1996	PL3242	34				
1996	PL32428	46				
1996	PL3243	6				
1996	PL32438	5				
1996	PL3245	11				
1996	PL32456	251				
1996	PL32468	48				
1996	PL3247	759		6096	54994	34435
1996	PL3248	376			18956	13659
1996	PL32498	149				
1996	PL3250	579			203412	180391
1996	PL32502	83				
1996	PL32505	128				
1996	PL32506	41				
1996	PL32507	30				
1996	PL32508	35				
1996	PL3251	1006				
1996	PL32510	50				
1996	PL32511	97				
1996	PL32514	20				
1996	PL32515	125				
1996	PL32517	104				
1996	PL32518	250				
1996	PL32519	182				
1996	PL32525	489				
1996	PL32526	303				
1996	PL32527	76				
1996	PL32533	50				
1996	PL32534	134				
1996	PL32535	224				
1996	PL32536	113				
1996	PL32537	79				
1996	PL32539	114				
1996	PL3254				29804	34070
1996	PL32540	2				
1996	PL32542	132				
1996	PL32544	63				
1996	PL32545	162				
1996	PL32548	150				
1996	PL32551	308				
1996	PL32555	581				
1996	PL32561	79				
1996	PL32563	73				
1996	PL32564	126				
1996	PL32565	140				
1996	PL3257	272			6444	1781
1996	PL32570	166				
1996	PL32571	21				
1996	PL32576	173				
1996	PL32579	94				
1996	PL3258	889			19317	44167
1996	PL32580	168				
1996	PL32582	217				
1996	PL32588	210				
1996	PL3259	397			11817	5494
1996	PL32593	103				
1996	PL32597	74				
1996	PL3260	1273	24294	7818	97765	206777
1996	PL32607	90				
1996	PL32610	124				
1996	PL32615	179				
1996	PL32616	155				
1996	PL32618	106				
1996	PL32621	66				
1996	PL32623	7				
1996	PL32624	82				
1996	PL32625	103				
1996	PL32628	116				
1996	PL32631	300				
1996	PL32632	128				
1996	PL32633	76				
1996	PL32634	133				
1996	PL32636	50				
1996	PL32637	124				
1996	PL32638	40				
1996	PL3264	320			4889	5401
1996	PL32640	306				
1996	PL32641	199				
1996	PL32643	220				
1996	PL32645	81				
1996	PL32649	84				
1996	PL3265	27112	454687	195646	1249696	1511430
1996	PL32652	50				
1996	PL32653	242				
1996	PL32657	28				
1996	PL32659	282				
1996	PL32662	73				
1996	PL32663	169				
1996	PL32664	72				
1996	PL32665	49				
1996	PL32671	95				
1996	PL32672	139				
1996	PL32678	130				
1996	PL32679	64				
1996	PL32681	42				
1996	PL32682	130				
1996	PL32684	30				
1996	PL32686	46				
1996	PL32689	10				
1996	PL32690	169				
1996	PL32691	169				
1996	PL32692	97				
1996	PL32693	85				
1996	PL32694	39				
1996	PL32695	75				
1996	PL32697	22				
1996	PL32699	78				
1996	PL3270	1931			88035	23706
1996	PL32702	334				
1996	PL32703	155				
1996	PL32708	200				
1996	PL32709	388				
1996	PL3271	274			7348	3222
1996	PL32711	20				
1996	PL32712	50				
1996	PL32713	263				
1996	PL32715	209				
1996	PL32716	280				
1996	PL3272	238				
1996	PL32720	111				
1996	PL32726	226				
1996	PL32727	44				
1996	PL32728	173				
1996	PL32729	94				
1996	PL32730	21				
1996	PL32731	125				
1996	PL32732	39				
1996	PL32733	248				
1996	PL32734	9				
1996	PL32735	178				
1996	PL32736	62				
1996	PL32739	248				
1996	PL32740	108				
1996	PL32741	48				
1996	PL32743	233				
1996	PL32744	200				
1996	PL32753	301				
1996	PL32754	73				
1996	PL32756	59				
1996	PL32757	151				
1996	PL32760	166				
1996	PL32764	240				
1996	PL32768	35				
1996	PL32770	109				
1996	PL32771	176				
1996	PL32772	97				
1996	PL32774	176				
1996	PL32775	148				
1996	PL32777	8				
1996	PL32781	65				
1996	PL32783	123				
1996	PL32784	141				
1996	PL32785	29				
1996	PL32787	82				
1996	PL32788	297				
1996	PL32789	105				
1996	PL32792	102				
1996	PL32798	130				
1996	PL32799	105				
1996	PL32802	57				
1996	PL32803	286				
1996	PL32804	119				
1996	PL32805	88				
1996	PL32806	118				
1996	PL32808	375				
1996	PL3281	273			3775	26128
1996	PL32810	111				
1996	PL32811	53				
1996	PL32814	177				
1996	PL32815	200				
1996	PL32816	46				
1996	PL3282	1612			80337	43411
1996	PL32820	21				
1996	PL32825	117				
1996	PL32826	100				
1996	PL32827	35				
1996	PL32828	280				
1996	PL32829	119				
1996	PL3283	285			23315	11153
1996	PL32831	113				
1996	PL32833	162				
1996	PL32834	220				
1996	PL32835	231				
1996	PL32836	15				
1996	PL32840	22				
1996	PL32841	346				
1996	PL32842	16				
1996	PL32843	80				
1996	PL32844	17				
1996	PL32847	43				
1996	PL32852	10				
1996	PL32854	50				
1996	PL32857	130				
1996	PL32860	155				
1996	PL32865	73				
1996	PL32867	78				
1996	PL32868	199				
1996	PL32869	62				
1996	PL32871	48				
1996	PL32872	45				
1996	PL32873	116				
1996	PL32875	196				
1996	PL32876	58				
1996	PL32879	54				
1996	PL3288	773			15707	15814
1996	PL32882	12				
1996	PL32883	161				
1996	PL32884	130				
1996	PL3289				56867	44902
1996	PL32890	54				
1996	PL32897	96				
1996	PL32898	159				
1996	PL32899	75				
1996	PL32900	109				
1996	PL32902	3				
1996	PL32904	530				
1996	PL32909	135				
1996	PL32910	78				
1996	PL32912	194				
1996	PL32914	63				
1996	PL32915	10				
1996	PL32916	2				
1996	PL32917	461				
1996	PL32921	730				
1996	PL32923	630				
1996	PL32925	98				
1996	PL32928	254				
1996	PL32929	100				
1996	PL3293	5000			62668	85406
1996	PL32930	103				
1996	PL32931	132				
1996	PL32934	79				
1996	PL32935	129				
1996	PL32936	129				
1996	PL32937	25				
1996	PL32938	82				
1996	PL32939	118				
1996	PL3294	380			31623	37275
1996	PL32941	140				
1996	PL32943	130				
1996	PL32944	7				
1996	PL32945	48				
1996	PL32953	3				
1996	PL32958	85				
1996	PL32959	108				
1996	PL3296	292			53483	31568
1996	PL32962	25				
1996	PL32963	193				
1996	PL32967	150				
1996	PL32969	130				
1996	PL32970	200				
1996	PL32971	125				
1996	PL32972	562				
1996	PL32973	21				
1996	PL32976	56				
1996	PL32978	189				
1996	PL32979	124				
1996	PL3298	1300			20670	16337
1996	PL32981	42				
1996	PL32982	101				
1996	PL32983	130				
1996	PL32984	325				
1996	PL32986	85				
1996	PL32987	320				
1996	PL32991	30				
1996	PL32992	53				
1996	PL32993	41				
1996	PL32995	35				
1996	PL32996	26				
1996	PL32997	170				
1996	PL32998	251				
1996	PL33001	243				
1996	PL33002	11				
1996	PL33006	107				
1996	PL33009	27				
1996	PL33010	208				
1996	PL33012	10				
1996	PL33013	93				
1996	PL33014	226				
1996	PL33016	83				
1996	PL33017	199				
1996	PL33018	203				
1996	PL33021	144				
1996	PL33022	194				
1996	PL33024	55				
1996	PL33027	82				
1996	PL33029	11				
1996	PL33035	75				
1996	PL33036	215				
1996	PL33039	106				
1996	PL33040	128				
1996	PL33042	27				
1996	PL33046	68				
1996	PL33048	44				
1996	PL33049	50				
1996	PL33051	6				
1996	PL33052	137				
1996	PL33054	300				
1996	PL33055	117				
1996	PL33056	98				
1996	PL33057	59				
1996	PL3306	58			3613	2252
1996	PL33060	76				
1996	PL33061	176				
1996	PL33064	12				
1996	PL33068	8				
1996	PL33074	178				
1996	PL33075	370				
1996	PL33078	62				
1996	PL33079	65				
1996	PL33080	82				
1996	PL33083	10				
1996	PL33084	46				
1996	PL33086	64				
1996	PL33089	166				
1996	PL3309	17			4094	1147
1996	PL33092	32				
1996	PL33094	191				
1996	PL33098	106				
1996	PL33100	15				
1996	PL33103	22				
1996	PL33104	174				
1996	PL33105	146				
1996	PL33106	55				
1996	PL33108	100				
1996	PL33109	50				
1996	PL33110	140				
1996	PL33111	17				
1996	PL33112	136				
1996	PL33113	96				
1996	PL33114	103				
1996	PL33115	75				
1996	PL33116	55				
1996	PL33117	172				
1996	PL33120	79				
1996	PL33121	160				
1996	PL33130	12				
1996	PL33131	9				
1996	PL33132	75				
1996	PL33134	26				
1996	PL33135	36				
1996	PL33136	44				
1996	PL33137	59				
1996	PL33138	200				
1996	PL33139	48				
1996	PL33140	81				
1996	PL33141	454				
1996	PL33142	6				
1996	PL33147	210				
1996	PL33149	60				
1996	PL33150	188				
1996	PL33154	140				
1996	PL33158	80				
1996	PL33159	347				
1996	PL33161	77				
1996	PL33164	4				
1996	PL33165	6				
1996	PL33166	451				
1996	PL33168	7				
1996	PL33169	118				
1996	PL33170	253				
1996	PL33172	52				
1996	PL33173	183				
1996	PL33175	107				
1996	PL33177	78				
1996	PL33178	261				
1996	PL33179	30				
1996	PL33184	21				
1996	PL33186	241				
1996	PL33188				388	598
1996	PL33189	321	858	925	2552	2451
1996	PL33191	32				
1996	PL33192	123				
1996	PL33194	27				
1996	PL33195	104				
1996	PL33197	175				
1996	PL33201	129				
1996	PL33204	218				
1996	PL33205	67				
1996	PL33206	529				
1996	PL33207	30				
1996	PL33209	65				
1996	PL33216	99				
1996	PL33218	146				
1996	PL33220	150				
1996	PL33224	26				
1996	PL33226	4				
1996	PL33227	90				
1996	PL33229			70	290	61
1996	PL3323	546			13538	9026
1996	PL33232	116				
1996	PL33233	130				
1996	PL33235	36				
1996	PL33236	50				
1996	PL33238	83				
1996	PL33241	122				
1996	PL33242	162				
1996	PL33248	151				
1996	PL33254	120				
1996	PL33257	43				
1996	PL33258	118				
1996	PL33265	210				
1996	PL33272	94				
1996	PL33273	187				
1996	PL33275	105				
1996	PL33276				4363	5670
1996	PL33277	160				
1996	PL3328	56		588	3196	9924
1996	PL33280	123				
1996	PL33283	231				
1996	PL33284	276				
1996	PL33291	286				
1996	PL33292	194				
1996	PL33294	58				
1996	PL33297	406				
1996	PL33302	2				
1996	PL33304	202				
1996	PL33305	32				
1996	PL33306	172				
1996	PL33307	220				
1996	PL33308	81				
1996	PL33309	42				
1996	PL33310	222				
1996	PL33313	84				
1996	PL33314	868				
1996	PL33315	330				
1996	PL33319	210				
1996	PL3332	146			16951	7493
1996	PL33320	180				
1996	PL33322	75				
1996	PL33323	206				
1996	PL33325	6				
1996	PL33326	58				
1996	PL33328	73				
1996	PL3333	245				
1996	PL33330	1				
1996	PL33331	385				
1996	PL33332	3				
1996	PL33335	313				
1996	PL33337	173				
1996	PL3334	370			20720	9828
1996	PL33343	151				
1996	PL33344	62				
1996	PL33345	120				
1996	PL33347	120				
1996	PL33350	102				
1996	PL33351	123				
1996	PL33360	6				
1996	PL33361	272				
1996	PL33364	39				
1996	PL33367	100				
1996	PL33368			450	2764	627
1996	PL33372	115				
1996	PL33374	6				
1996	PL33375	273				
1996	PL33376	72				
1996	PL33378	14				
1996	PL33380	600				
1996	PL33383	300				
1996	PL33385	70				
1996	PL33386	700				
1996	PL33388	250				
1996	PL33389	71				
1996	PL3339	1646	9731	6706	38579	16453
1996	PL33390	117				
1996	PL33395	107				
1996	PL33396	108				
1996	PL33397	608				
1996	PL33399	105				
1996	PL33400	283				
1996	PL33401	45				
1996	PL33402	262				
1996	PL33403	82				
1996	PL33404	508				
1996	PL33407	20				
1996	PL33408	20				
1996	PL33409	90				
1996	PL3341	60	1641	297	10471	4924
1996	PL33419	297				
1996	PL33421	204				
1996	PL33422	125				
1996	PL33425	23				
1996	PL33426	107				
1996	PL33434	10		4	56	23
1996	PL33440	230				
1996	PL33445	160			1995	1431
1996	PL33446	70				
1996	PL33448	101				
1996	PL33449	117				
1996	PL3345	42				
1996	PL33451	150				
1996	PL33453	217				
1996	PL33455	42				
1996	PL33456	226				
1996	PL33457	2				
1996	PL33458	95				
1996	PL3346	50				
1996	PL33461	20				
1996	PL33462	46				
1996	PL33463	68				
1996	PL33464	91				
1996	PL33466	392				
1996	PL33467	15				
1996	PL33468	105				
1996	PL33469	15				
1996	PL33470	102				
1996	PL33471	39				
1996	PL33472	38				
1996	PL33474	115				
1996	PL33476	9				
1996	PL33477	64				
1996	PL33480	30				
1996	PL33481	85				
1996	PL33482	26				
1996	PL33486	126				
1996	PL33487	38				
1996	PL3349	8044			270603	421059
1996	PL33490	704				
1996	PL33493	110				
1996	PL33496	72				
1996	PL33497	80				
1996	PL33498	82				
1996	PL33501	151				
1996	PL33502	592				
1996	PL33503	191				
1996	PL33506	237				
1996	PL33508	105				
1996	PL33510	16				
1996	PL33511	222				
1996	PL33516					587
1996	PL33517		1019	529	1894	6283
1996	PL33518	20	61	49	375	576
1996	PL33519	34				
1996	PL33521	62				
1996	PL33523	226				
1996	PL33524	36				
1996	PL33530		2082	653	7508	8153
1996	PL33534	110				
1996	PL33537	64				
1996	PL33539	133				
1996	PL33549	80				
1996	PL3355	230			8523	5200
1996	PL33550	134				
1996	PL33557	160				
1996	PL33558	155				
1996	PL33559	12				
1996	PL33560	20				
1996	PL33564	496				
1996	PL33568	56				
1996	PL33571	38				
1996	PL33575	250				
1996	PL33579	102				
1996	PL33580	63				
1996	PL33581	316				
1996	PL33584	113				
1996	PL33585	178				
1996	PL33587	273				
1996	PL3359	130	949	664	5115	4399
1996	PL33592	158				
1996	PL33593	97				
1996	PL33595	123				
1996	PL33597	44				
1996	PL33599	110				
1996	PL33602	94				
1996	PL33603	66				
1996	PL33609	49				
1996	PL3361	457				
1996	PL33610	182				
1996	PL33613	53				
1996	PL33617	27				
1996	PL33619	40				
1996	PL3362	83			4136	1709
1996	PL33620	128				
1996	PL33621	55				
1996	PL33622	100				
1996	PL33623	101				
1996	PL33624	3				
1996	PL33626	114				
1996	PL33640	255				
1996	PL33641	266				
1996	PL33642	106				
1996	PL3365	136			6664	8157
1996	PL33650	49				
1996	PL33654	202				
1996	PL33656	120				
1996	PL33657	96				
1996	PL33658	23				
1996	PL33663	46				
1996	PL33664	49				
1996	PL33665	33				
1996	PL33668	88				
1996	PL33669	32				
1996	PL33672	36				
1996	PL33673	37				
1996	PL33677	118				
1996	PL33678	56				
1996	PL33680	38				
1996	PL33683	56				
1996	PL33684	60				
1996	PL33686	121				
1996	PL33687	169				
1996	PL33688	149				
1996	PL33689	63				
1996	PL33690	20				
1996	PL33691	92				
1996	PL33693	46				
1996	PL33695	160				
1996	PL33696	4				
1996	PL33702	154				
1996	PL33711	237				
1996	PL33713	148				
1996	PL33716	256				
1996	PL33720	21				
1996	PL33722	170				
1996	PL33724	520				
1996	PL33725	9				
1996	PL3373	98			12512	5507
1996	PL33730	86				
1996	PL33731	60				
1996	PL33733	241				
1996	PL33734	8				
1996	PL33737	63				
1996	PL33740	1200				
1996	PL33742	115				
1996	PL33746	45				
1996	PL33752	225				
1996	PL33754	97				
1996	PL33768	67				
1996	PL33771	170				
1996	PL33772	24				
1996	PL33773	45				
1996	PL33780	40				
1996	PL33784	59				
1996	PL33792	40				
1996	PL33796	164				
1996	PL33797	28				
1996	PL3380	170			6218	2693
1996	PL33801	66				
1996	PL33806	74				
1996	PL33808	147				
1996	PL33809	91				
1996	PL33812	57				
1996	PL33813	189				
1996	PL33814	75				
1996	PL33815	49				
1996	PL33818	68				
1996	PL33820	3				
1996	PL33825	58				
1996	PL33829	92				
1996	PL33830	96				
1996	PL33833	38				
1996	PL33836	1				
1996	PL33837	15				
1996	PL33840	28				
1996	PL33847	30				
1996	PL33848	35				
1996	PL33849	30				
1996	PL33853	26				
1996	PL33855	15				
1996	PL33856	57				
1996	PL33858	28				
1996	PL33860	59				
1996	PL33868	74				
1996	PL33869	94				
1996	PL33875	66				
1996	PL33878	69				
1996	PL33880	12				
1996	PL33901	48				
1996	PL33902	24				
1996	PL33905	15				
1996	PL33906	96				
1996	PL33907	59				
1996	PL33908	109				
1996	PL33911	31				
1996	PL33912	1500				
1996	PL33915	920				
1996	PL33916	230				
1996	PL33917	47				
1996	PL33918	100				
1996	PL33930	1				
1996	PL33935	270				
1996	PL33939	28				
1996	PL33940	17				
1996	PL33941	134				
1996	PL33946	102				
1996	PL33948	46				
1996	PL33951	60				
1996	PL33952	126				
1996	PL33959	162				
1996	PL33960	45				
1996	PL33963	318				
1996	PL33964	28				
1996	PL33965	29				
1996	PL33966	346				
1996	PL33967	23				
1996	PL33969	569				
1996	PL33970	80				
1996	PL33974	15				
1996	PL33979	144				
1996	PL3398	308		1050	16740	2758
1996	PL33981	102				
1996	PL33983	47				
1996	PL33996	150				
1996	PL33997	227				
1996	PL34005	200				
1996	PL34006	15				
1996	PL34009	39				
1996	PL34011	65				
1996	PL34015	55				
1996	PL3402	1406			22680	22191
1996	PL34020	48				
1996	PL34021	12				
1996	PL34023	95				
1996	PL34029	78				
1996	PL34030	50				
1996	PL34032	1				
1996	PL34033	33				
1996	PL34034	174				
1996	PL34036	10				
1996	PL34038	49				
1996	PL34039	18				
1996	PL3404	220				
1996	PL34045	217				
1996	PL34046	29				
1996	PL34047	119				
1996	PL34048	150				
1996	PL34051	71				
1996	PL34052	72				
1996	PL34056	59				
1996	PL34061	157				
1996	PL34063	162				
1996	PL34074	34				
1996	PL34075	140				
1996	PL34076	10				
1996	PL34079	72				
1996	PL34084	120				
1996	PL34087	120				
1996	PL3409	46				
1996	PL34092	7				
1996	PL34097	55				
1996	PL34101	110				
1996	PL34102	152				
1996	PL34103	22				
1996	PL34106	82				
1996	PL34107	136				
1996	PL34108	47				
1996	PL34117	26				
1996	PL34119	39				
1996	PL34120	24				
1996	PL34124	304				
1996	PL34127	91				
1996	PL34128	100				
1996	PL34129	192				
1996	PL3413		2016	3407	14609	15048
1996	PL34133	114				
1996	PL34135	11				
1996	PL34136	65				
1996	PL34139	22				
1996	PL34140	30				
1996	PL34148	28				
1996	PL34153	9				
1996	PL34160	2				
1996	PL34163	15				
1996	PL34166	20				
1996	PL34168	14				
1996	PL34170	2				
1996	PL34172	24				
1996	PL34173	5				
1996	PL34176	84				
1996	PL34177	75				
1996	PL34181	66				
1996	PL34182	7				
1996	PL34184	78				
1996	PL34186	49				
1996	PL34187	42				
1996	PL34189	107				
1996	PL34190	120				
1996	PL34191	277				
1996	PL34192	12				
1996	PL34195	12				
1996	PL34196	91				
1996	PL34197	72				
1996	PL34199	41				
1996	PL34202	110				
1996	PL34203	40				
1996	PL34204	130				
1996	PL34205	84				
1996	PL34206	170				
1996	PL34208	63				
1996	PL3421	1298			37443	17101
1996	PL34214	30				
1996	PL34216	76				
1996	PL34224	45				
