year	id	EMPL	AV	STAF	TURN	TOAS
1999	PL1966	281	2143	1514	15540	8537
1999	PL19663	92		958	1893	650
1999	PL19664	210	1321	1167	10787	5457
1999	PL19668	150		507	1404	848
1999	PL19671	331	2883	2066	6528	4402
1999	PL19673	133			3060	1375
1999	PL19674	96			1431	1279
1999	PL19675	115			963	1599
1999	PL19676	65	935	642	4329	1612
1999	PL19677	174		521	2886	1172
1999	PL19678	311				
1999	PL19679	178				
1999	PL19681	885	6957	4562	29611	9214
1999	PL19683	183	1408	875	4964	5311
1999	PL19687	80		309	7674	1269
1999	PL19688	109				
1999	PL19689	153			1478	1894
1999	PL1969	39	213	246	2893	1067
1999	PL19690	128			1425	1168
1999	PL19694		3629	1052	17917	124343
1999	PL19695	368			18136	8702
1999	PL19696	92				
1999	PL19697	134			16271	7808
1999	PL19701	87		352	2084	956
1999	PL19703	161				
1999	PL19704	254				
1999	PL19707	42				
1999	PL19712	100	880	537	2363	3775
1999	PL19715	20				
1999	PL19716	152		750	8832	4116
1999	PL19723	41			5242	830
1999	PL19728	70	820	368	4720	4912
1999	PL1973	8				
1999	PL19731	258		917	1928	1746
1999	PL19733	17		128	327	118
1999	PL19734	32		166	1502	380
1999	PL19736	422				
1999	PL19737	88	840	429	1848	3666
1999	PL19738	352			11518	9112
1999	PL19740	498	2060	1820	4931	2024
1999	PL19743	145	700	566	3114	1951
1999	PL19744	252	8334	5607	61101	41369
1999	PL19745	40			350	100
1999	PL19747	435		2572	8997	3182
1999	PL19748	322		3179	13109	8829
1999	PL19749		6233	5761	9750	11992
1999	PL19752	204				
1999	PL19754	61	311	257	6534	1096
1999	PL19756	224			10196	7055
1999	PL19759	153				
1999	PL1976	2133			61981	18925
1999	PL19760	185			5068	3635
1999	PL19761	148	1928	1089	11674	8398
1999	PL19764	216		1077	2839	1355
1999	PL19765		11178	10089	18635	20216
1999	PL19766	70	381	300	884	2541
1999	PL19767	236	1180	971	2614	1233
1999	PL19769	380	3360	1984	12402	66305
1999	PL19771	157				
1999	PL19775	43			13963	4987
1999	PL19776		5679	5439	8907	5871
1999	PL19780	294				
1999	PL19782	375			6238	13378
1999	PL19783	10		45	220	1688
1999	PL19784	52	895	447	3135	1431
1999	PL19789	31				
1999	PL19790	286	3280	2199	5646	5539
1999	PL19791	365	2623	1906	5791	4411
1999	PL19794	51	476	292	10930	4595
1999	PL19797	109			5564	3510
1999	PL19799	336		1359	4055	1916
1999	PL19800	630	7809	4059	21486	36773
1999	PL19801	422	2260	1612	3702	2029
1999	PL19803	184				
1999	PL19806	234				
1999	PL19807	188	972	871	5175	2611
1999	PL19808	244	1087	1463	2443	2475
1999	PL19809	550			12618	5648
1999	PL19811	111				
1999	PL19812	40				
1999	PL19818	490		1789	6440	3504
1999	PL1982	1098			40972	98659
1999	PL19820	143			2878	1817
1999	PL19823	139	737	548	2762	3256
1999	PL19825	64				
1999	PL19827	214		740	2072	1029
1999	PL19830	81				
1999	PL19831	305				
1999	PL19832	456				
1999	PL19833	83				
1999	PL19834	24			801	414
1999	PL19835	78		431	1041	2053
1999	PL19836	270		1727	3972	5100
1999	PL19837				3712	4364
1999	PL19842	40		182	5513	2124
1999	PL19850	29	43	143	3531	2631
1999	PL19855	40		590	4611	3081
1999	PL19856	399			53955	32917
1999	PL19857	47				
1999	PL1986	654	11507	6822	120215	87676
1999	PL19861	265	5577	2654	28529	26070
1999	PL19863	114			2659	1105
1999	PL19864	105	4409	332	35200	16177
1999	PL19865	1091	4907	5011	11623	7920
1999	PL19866	220			4151	3691
1999	PL19867	218			7671	8360
1999	PL19868	496		4180	8076	4607
1999	PL19869	130	1899	1050	8108	5583
1999	PL19870	72		548	745	1868
1999	PL19871	250	1236	1112	4921	5097
1999	PL19872	70				
1999	PL19875	416	4479	2953	16223	14419
1999	PL19876	204		711	4819	1832
1999	PL19877	218				
1999	PL19881	92		480	1450	1948
1999	PL19885	190				
1999	PL19887		6223	6145	9253	9549
1999	PL19888	1550	8894	8206	14644	14681
1999	PL19889	211		843	3315	2527
1999	PL19890	273			41637	25248
1999	PL19892	135		724	10295	12898
1999	PL19897	96	232	295	1131	1225
1999	PL19898	197		933	2672	1332
1999	PL19899	49			2197	2231
1999	PL19900	35				
1999	PL19901	126				
1999	PL19903	40			198	724
1999	PL19905	224			6228	2160
1999	PL19906	308			5268	9333
1999	PL19908	786			16298	6663
1999	PL19909	105	779	659	3575	962
1999	PL19914			10392	17744	18088
1999	PL19915	77			2072	559
1999	PL19920	60			3537	2323
1999	PL19921	12		89	1525	3067
1999	PL19922	151	1222	837	12319	4334
1999	PL19926	77				
1999	PL19928	1067			26645	39185
1999	PL19932	84				
1999	PL19934	126		607	1599	3294
1999	PL19935	298		1391	3133	5160
1999	PL19936	134	3992	2528	17834	4410
1999	PL19941	255	1297	793	15277	2906
1999	PL19942	254	2118	1238	3844	4683
1999	PL19943	55	574	480	848	1214
1999	PL19944	184			1067	1255
1999	PL19945	202			5735	2695
1999	PL19948	244				
1999	PL19949	246			2699	1611
1999	PL19951	465			5180	3024
1999	PL19952	44	450	356	7740	2299
1999	PL19953	53				
1999	PL19954	224				
1999	PL19955	130	2865	600	8607	6688
1999	PL19956	367	5548	1954	7499	14250
1999	PL19957	119	1038	729	2837	3079
1999	PL19959	163			3446	2495
1999	PL1996	741	16637	11188	41474	89031
1999	PL19960	125				
1999	PL19961	18	541	148	10426	4302
1999	PL19964	642	4081	2694	12082	38292
1999	PL19971	25	478	90	5896	1539
1999	PL19973	180			6370	1519
1999	PL19979	70		387	6993	1568
1999	PL19982	59		350	3587	3540
1999	PL19985	475			6754	2311
1999	PL19986	335		1227	3798	1403
1999	PL19987	119			2069	723
1999	PL19988	158				
1999	PL19992	77			763	1013
1999	PL19996	7		34	816	207
1999	PL20001	101			12218	9697
1999	PL20002	117				
1999	PL20003	300				
1999	PL20004	280		1540	7139	4536
1999	PL20007				75582	10021
1999	PL20008	288		536	10737	5336
1999	PL20009	15		166	1585	416
1999	PL2001	147			6465	2562
1999	PL20010	57				
1999	PL20011	312				
1999	PL20012	92			1574	1085
1999	PL20013	26	551	147	7179	1881
1999	PL20014	213		929	3321	11013
1999	PL20016	360			5740	3951
1999	PL20017	600			12492	46738
1999	PL20019	189				
1999	PL20021	532		2800	11559	3452
1999	PL20025	39				
1999	PL20029	98			9103	4980
1999	PL2003	1049	19829	8055	41353	50220
1999	PL20030	18	453	237	14629	6308
1999	PL20032	215		916	4118	21243
1999	PL20033	80				
1999	PL20034	105				
1999	PL20035	193				
1999	PL20036	41			736	143
1999	PL20038	529				
1999	PL20039	158			1358	875
1999	PL2004	200			2559	1947
1999	PL20040	78				
1999	PL20041	132			1851	14149
1999	PL20042	20	267	138	788	466
1999	PL20045	138				
1999	PL20049	69	415	363	1203	459
1999	PL2005	60	449	337	1754	762
1999	PL20051	541			42838	37262
1999	PL20055	112			1964	1908
1999	PL20057	392		2502	3996	2538
1999	PL20058	20	131	80	825	434
1999	PL20059	482	2516	2774	22752	8068
1999	PL2006	150	2832	1270	10207	3473
1999	PL20060	390			19100	19488
1999	PL20061	78			5787	4296
1999	PL20062	264	551	709	1657	1529
1999	PL20063	477	2649	1785	7581	11145
1999	PL20066	380	2912	1876	12866	5872
1999	PL20068	35				
1999	PL20069	58				
1999	PL20071	146		599	2123	659
1999	PL20073	251	915	993	4158	4243
1999	PL20074	347				
1999	PL20075	273			4480	3005
1999	PL20077	337	2001	1516	7050	6711
1999	PL20078	30			1281	1285
1999	PL20080	413			9072	7319
1999	PL20081	240		1450	7957	4556
1999	PL20083	114			2617	7066
1999	PL20084	246			4661	3207
1999	PL20085	319	592	1375	4608	3273
1999	PL20086	127				
1999	PL20087	210			9205	3957
1999	PL20088	131			4182	2586
1999	PL20089	582			11893	5632
1999	PL2009	560			158998	67693
1999	PL20090	268	1502	1158	5328	7489
1999	PL20091	285			10693	5124
1999	PL20092	97			3629	2020
1999	PL2010	100927	565417	524437	984313	697160
1999	PL20101	28			8432	8327
1999	PL20102	15			7457	2599
1999	PL20103	20	258	114	758	414
1999	PL20105	167				
1999	PL20108	185				
1999	PL20112	91		339	737	735
1999	PL20113	44	1448	321	11079	3475
1999	PL20116	75				
1999	PL20122	246	2135	1898	5109	1449
1999	PL20123	82				
1999	PL20125	8				
1999	PL20126	419			5733	7827
1999	PL20128	133	1941	799	6412	3691
1999	PL20129	228	1757	1617	7040	2473
1999	PL20135	145	858	655	1400	5957
1999	PL20137	419		5248	84944	36956
1999	PL20138	225			2174	1829
1999	PL20140	114	3464	2750	57039	5507
1999	PL20141	259	759	938	2948	2655
1999	PL20142	37			6048	2614
1999	PL20145	245				
1999	PL20146	56				
1999	PL20147	459	2582	2214	5501	4450
1999	PL20149	182			2144	1706
1999	PL20150	300			3932	2521
1999	PL20152	192				
1999	PL20153	143				
1999	PL20156	220				
1999	PL20158	125	386	467	1515	929
1999	PL20159	68		261	1443	872
1999	PL20160	111		486	13134	2527
1999	PL20161	626	2255	1812	4666	4509
1999	PL20162	146	518	730	11875	5149
1999	PL20163	103				
1999	PL20170	119			5874	1435
1999	PL20176	386	10419	3203	26928	50896
1999	PL20183	290		1514	2245	1722
1999	PL20189	257			11600	8442
1999	PL20190	350	3678	1713	27518	8879
1999	PL20191	101	2490	2242	38430	12569
1999	PL20192	24			14164	7317
1999	PL20195	301	1576	1471	4389	3814
1999	PL20196	170				
1999	PL20197	526			8923	4588
1999	PL20199	280				
1999	PL20200	282				
1999	PL20202	950		3302	4969	4705
1999	PL20203	1349		8215	32520	15702
1999	PL20206	13				
1999	PL20208					1522
1999	PL20209	900		5922	10229	8365
1999	PL20210	37		131	644	632
1999	PL20211	394	6722	2967	14035	139891
1999	PL20212	88	2188	685	12200	3808
1999	PL20213	91			19785	10405
1999	PL20214	60				
1999	PL20215	190		1188	3384	1826
1999	PL20216	560	4085	3586	12590	10135
1999	PL20217	167	1109	882	2218	1974
1999	PL20219	313			3602	2160
1999	PL20222	271			4738	1960
1999	PL20223	479				
1999	PL20224	13	93	90	1867	443
1999	PL20229	216				
1999	PL20230	489	2809	1879	5912	4853
1999	PL20233	106		677	1390	2391
1999	PL20234	88		1928	9720	2181
1999	PL20236	290	1617	737	5516	3138
1999	PL20238	12			370	116
1999	PL20239	385			13471	10346
1999	PL20240	140				
1999	PL20242	284		731	4269	4606
1999	PL20243	144	1522	992	3110	17170
1999	PL20246	100		855	5182	2286
1999	PL20248	374				
1999	PL20249	130			3994	1344
1999	PL20252	11		25	605	308
1999	PL20255			167	809	1229
1999	PL20257	43	84	171	579	570
1999	PL20258	101				
1999	PL20259	14		98	621	1315
1999	PL2026	179		1294	6707	5058
1999	PL20261	96	667	537	2149	557
1999	PL20265	317	1127	1044	3900	1858
1999	PL20266	33			2850	2119
1999	PL20268	165		769	2777	660
1999	PL20273	140			2254	735
1999	PL20274	255		1366	6240	15889
1999	PL20276	410	2061	736	7461	3424
1999	PL20279	52			548	2608
1999	PL2028	49		318	10847	2119
1999	PL20280		24936	21577	40250	41163
1999	PL20281		47517	43657	82828	105247
1999	PL20282	2450	23505	22815	45537	24701
1999	PL20283	129				
1999	PL20294	1166	48884	12250	171684	79112
1999	PL20296	104		769	3211	2474
1999	PL20299	39	621	332	1035	3468
1999	PL20300	75	579	471	1719	4034
1999	PL20301	100		355	1179	2094
1999	PL20302	90			3007	2358
1999	PL20303	273				
1999	PL20305	131				
1999	PL20307	112				
1999	PL20308	473				
1999	PL20309	304				
1999	PL20312	40			2647	1224
1999	PL20314	53			2604	9916
1999	PL20315	64				
1999	PL20325	179			4227	1880
1999	PL20328	450		2548	4088	7330
1999	PL20329	1782	8587	8003	15815	25302
1999	PL20330		11341	10869	18966	40092
1999	PL20331			9109	16130	27415
1999	PL20332	10	225	231	3040	1398
1999	PL20334	529	3747	1794	20537	6300
1999	PL20335	25				
1999	PL20336	2	-19	1	1	13
1999	PL20337	54				
1999	PL20338	82		418	1988	1919
1999	PL20339	15			1620	812
1999	PL20340	359	1375	1841	28837	8993
1999	PL20343	63	644	487	1426	3892
1999	PL20347			6	2	71
1999	PL20348	228			5152	2438
1999	PL20349	45			6369	2068
1999	PL20350	24	349	260	1932	632
1999	PL20351	553	2321	2133	4518	2318
1999	PL20352	43	781	403	3292	2172
1999	PL20353	340		2364	7745	7162
1999	PL20354	160	1239	1031	2397	1452
1999	PL20355	146		677	6247	2335
1999	PL20356	328			9671	11249
1999	PL20357	146			1562	591
1999	PL20362	182	8204	1470	23775	16651
1999	PL20363	5			1914	669
1999	PL20366	220				
1999	PL20367	151	1157	767	3021	1707
1999	PL20369	664		2214	5286	6290
1999	PL20373	380			8953	4309
1999	PL20374	48	171	154	609	593
1999	PL20376	223			2518	1697
1999	PL20377	549	2734	2370	4637	6364
1999	PL20380	76	407	367	1448	2988
1999	PL20381			6999	13006	2579
1999	PL20383	200		830	4895	1921
1999	PL20384	93			1364	6558
1999	PL20385	109				
1999	PL2039	2974			98137	69639
1999	PL20391	45			1691	994
1999	PL20395	288				
1999	PL20396	97	901	464	3318	3098
1999	PL20398	213			15140	15868
1999	PL20400	17				
1999	PL20401	73			9745	8536
1999	PL20405	77			1513	963
1999	PL20407	2				
1999	PL20410		233	126	2899	1582
1999	PL20412	10				
1999	PL20414	91	700	464	1964	1581
1999	PL20417	20				
1999	PL20419	23	197	163	409	202
1999	PL20420	567			5773	3170
1999	PL20422	37		360	910	7936
1999	PL20425	102			19889	9535
1999	PL20426	174		1385	37244	8644
1999	PL20428	7		120	111	374
1999	PL20432	63			5173	1517
1999	PL20433	178				
1999	PL20435	188			2419	801
1999	PL20437	669			8034	2052
1999	PL20438	174			6710	2784
1999	PL20441	133		722	4321	1445
1999	PL20442	174			26567	2301
1999	PL20444	340			5757	4203
1999	PL20445	111				
1999	PL20446	56			6960	2446
1999	PL20447	348	1659	1490	9243	2177
1999	PL20448	71				
1999	PL20449	196				
1999	PL2045	50	480	199	4967	1632
1999	PL20450	305				
1999	PL20452				1458	27724
1999	PL20453	186				
1999	PL20455	368				
1999	PL20456	604			13079	6603
1999	PL20457	313	1564	2052	4948	1687
1999	PL20458	222	1693	1272	3520	4136
1999	PL20460	450			8995	2519
1999	PL20461	345				
1999	PL20463	160				
1999	PL20465	59				
1999	PL20466	177				
1999	PL20469	136				
1999	PL20470	240			2795	2465
1999	PL20473	223	1059	957	4188	918
1999	PL20475	93			12821	2293
1999	PL20477	105	1531	805	19916	4200
1999	PL20478	93				
1999	PL20483	63			2878	1765
1999	PL20485	38			3291	1889
1999	PL20486			96	5300	1611
1999	PL20488	30	105	63	1069	470
1999	PL20489	10	-4215	146	11268	79452
1999	PL20491	410	2719	2353	11415	10282
1999	PL20493	2		2	62	11
1999	PL20499	430	5407	4602	9877	8461
1999	PL2050	604		3534	37095	18051
1999	PL20500	312			30921	12364
1999	PL20501	79				
1999	PL20502	59	772	434	13086	2630
1999	PL20503		369	327	3381	39859
1999	PL20504	157			1174	774
1999	PL20505	186				
1999	PL20506	91			4663	8741
1999	PL20507	272		3973	7026	5221
1999	PL20508	100	1205	607	2117	8462
1999	PL20509	226			2851	841
1999	PL20511	250	2416	1629	4502	4561
1999	PL20514			260	2048	31774
1999	PL20517			221	2086	27836
1999	PL20518	92	555	444	1663	1083
1999	PL20519	122	669	536	1846	1523
1999	PL20521	13			697	2236
1999	PL20522	99				
1999	PL20525	289	1045	938	4773	1295
1999	PL20526	4				
1999	PL20528	4	55	34	408	183
1999	PL20533	20	526	299	5740	2596
1999	PL20534	89		567	3180	1078
1999	PL20535	169	686	576	2709	1292
1999	PL20536	69		362	4521	4884
1999	PL20537	64				
1999	PL20539	193			16502	8365
1999	PL2054	60		382	812	
1999	PL20541	182		1222	5330	5097
1999	PL20542	142	2543	959	37877	13175
1999	PL20544	5		42	602	135
1999	PL20545			74	3976	70344
1999	PL20546	97				
1999	PL20550	830			15267	6177
1999	PL20554	50				
1999	PL20604	13				
1999	PL20608	112		844	6520	2750
1999	PL20609	65			3777	1514
1999	PL20626	88			11222	9869
1999	PL20635	9		234	2466	868
1999	PL2064	245	2732	1822	13830	5603
1999	PL20653	20				
1999	PL20656	61		239	1116	2513
1999	PL20664	108	2038	1633	12648	4383
1999	PL20666	76	513	1371	111362	42669
1999	PL20668	61		919	12114	4238
1999	PL20669	14				
1999	PL2067	657			13373	11844
1999	PL20670	43				
1999	PL20671	12				
1999	PL20673	19			675	491
1999	PL20676	11				
1999	PL20679	621	3592	3880	67452	12023
1999	PL20681	31		683	2392	668
1999	PL20682			790	3315	941
1999	PL20686	236	3128	1460	13009	4174
1999	PL20689	12			316	104
1999	PL2069	116			5527	2612
1999	PL20692	140				
1999	PL20696	163	1283	818	3351	2021
1999	PL20700	200				
1999	PL20701	248		1248	5301	1959
1999	PL20702	92	986	683	2799	1066
1999	PL20703	192			117808	97496
1999	PL20704	161				
1999	PL20705	153	1475	1282	6827	3679
1999	PL20706	1626	22980	11794	141229	94778
1999	PL20708	1016	16380	6121	32057	113945
1999	PL20710	75		244	4712	1236
1999	PL20711	170	1269	782	2819	2334
1999	PL20712	82		405	4247	531
1999	PL20714	212		1279	5502	4429
1999	PL20715	331	1861	1529	4498	1663
1999	PL20719	71				
1999	PL20721	318				
1999	PL20726	101				
1999	PL20727	246			3533	2189
1999	PL20732	842			40591	24110
1999	PL20744	24				
1999	PL20752	43			4494	1253
1999	PL20756	3			96	20
1999	PL20759	204		1141	5315	1921
1999	PL20760	332				
1999	PL20761	126				
1999	PL20762	9		208	30851	23331
1999	PL20763			57	6083	4285
1999	PL20764	221		1464	5835	4997
1999	PL20765	232	1070	1048	2654	1006
1999	PL20766	252		1297	4569	1705
1999	PL20767	579	2447	1991	29463	14481
1999	PL20770	98			12076	4103
1999	PL20771	220				
1999	PL20772	394		1322	6075	10124
1999	PL20773	274				
1999	PL20774	301		1611	4199	1542
1999	PL20775	292			5350	1746
1999	PL20777	66		305	1007	543
1999	PL20778	11			349	82
1999	PL20779	454	1243	1429	2424	2305
1999	PL2078	398			2829	1551
1999	PL20780	26				
1999	PL20782	22			801	857
1999	PL20787	53	530	351	6267	1520
1999	PL20788	250				
1999	PL20791	136		526	1793	1565
1999	PL20792	185		894	6464	8071
1999	PL20794	85				
1999	PL20795	169		1349	2927	2830
1999	PL20796	217		888	5205	1688
1999	PL20799	287	-80	1173	1870	1930
1999	PL2080	26			1213	7000
1999	PL20803	54	491	297	3847	2763
1999	PL20806	281		1384	4154	1997
1999	PL20807	92				
1999	PL20808	16	90	79	963	226
1999	PL20811	48				
1999	PL20812	65			15469	5214
1999	PL20816	110				
1999	PL20820	100				
1999	PL20829	25				
1999	PL20831	137				
1999	PL20833	201				
1999	PL20835	44	272	173	2979	1952
1999	PL20838	50			10238	3466
1999	PL2084	26			3281	1809
1999	PL20840	380	1117	979	4102	2975
1999	PL20841	223		911	3755	1821
1999	PL20843	23	155	136	1350	584
1999	PL20846	857	5154	4163	27579	10933
1999	PL20848	385			3873	8264
1999	PL20849	211	1588	1673	12734	5154
1999	PL2085	35				
1999	PL20852	200				
1999	PL20854	47		214	6006	1367
1999	PL20856	177		832	2479	2187
1999	PL20860	166			3638	1802
1999	PL20862	283		1413	8068	13534
1999	PL20863	299			7083	3176
1999	PL20864	244			3781	4243
1999	PL20865	205		880	2248	5727
1999	PL20866	56	334	227	1108	1115
1999	PL20867	135		519	1918	2202
1999	PL20869	51		346	5282	3150
1999	PL20873		1044	1183	10078	4119
1999	PL20874	198			2031	1478
1999	PL20875	278	3831	2069	8737	4502
1999	PL20876		12962	11110	18957	17974
1999	PL20879	2314			55036	54111
1999	PL20880	37	380	204	8173	2443
1999	PL20886		365	3	1326	1394
1999	PL20891	70		299	22683	5158
1999	PL20892	232			4011	4938
1999	PL20893	77		533	5473	901
1999	PL20895	1		13	30	22
1999	PL20896			354	3287	36678
1999	PL20897	60			1513	881
1999	PL20898	15			297	952
1999	PL20900	156	2216	1060	7289	3253
1999	PL20901	22	460	369	907	639
1999	PL20902	250	7250	3819	10476	9101
1999	PL20903				4168	93618
1999	PL20907	34	3734	816	30566	14266
1999	PL20911	16				
1999	PL20914	227		943	2459	1383
1999	PL20915	143			2385	709
1999	PL20916	292			10964	6902
1999	PL20917	75		377	2741	1377
1999	PL20918	189	967	998	2461	1964
1999	PL20919	187	1285	619	7118	3708
1999	PL20920	654	9066	7871	14618	12696
1999	PL20922	279	2605	2140	3844	7460
1999	PL20923	250	999	1302	1838	10048
1999	PL20926	76			12282	3408
1999	PL20932	93	822	509	1911	3177
1999	PL20936	101		379	1618	1073
1999	PL20940	584				
1999	PL20941	433			2664	744
1999	PL20944	122				
1999	PL20945	173				
1999	PL20948	57		516	1787	2067
1999	PL20949	18	297	165	9855	2755
1999	PL20951	435			8659	4049
1999	PL20962	520			14669	4693
1999	PL20966	270	742	590	4999	1592
1999	PL20968	127				
1999	PL20969	125			5095	2670
1999	PL20971	146			6988	1170
1999	PL20973	37			4462	1090
1999	PL20975	100			1319	995
1999	PL20979	58		641	3724	524
1999	PL20981	175			15258	4649
1999	PL20982	32	444	326	10614	3428
1999	PL20983	60				
1999	PL20984	303			4577	3001
1999	PL20986	183				
1999	PL20987	232	-218	814	12110	3789
1999	PL2099	99		400	1807	2556
1999	PL20992	7	339	211	8936	780
1999	PL20994	71	297	307	873	2582
1999	PL20995	230				
1999	PL20997	357	1485	1130	5240	24707
1999	PL20998	200	1372	807	6557	4273
1999	PL2100	25		270	3925	1127
1999	PL21000	114			8361	2695
1999	PL21002	92		333	937	1987
1999	PL21003	298	1792	1273	2857	1887
1999	PL21006	55		421	11974	5509
1999	PL21008	51				
1999	PL21009	86				
1999	PL21013	121				
1999	PL21014			20359	45429	44854
1999	PL21015	558				
1999	PL21016	223		1115	3148	1364
1999	PL21017	194	643	828	1740	1246
1999	PL21021	20				
1999	PL21022	68	150	121	1304	287
1999	PL21026	131	766	794	4090	4075
1999	PL21032	120			2467	3568
1999	PL21035	173		1123	8829	5363
1999	PL21036	35				
1999	PL2104	955			14252	6529
1999	PL21047	2				
1999	PL21050	148	1733	688	33643	5367
1999	PL21051	180			4825	3337
1999	PL21052	52	356	285	2247	1093
1999	PL21055	43	66	247	3223	3695
1999	PL21056	131		317	1339	2485
1999	PL21061	140			5926	3329
1999	PL21063	41				
1999	PL21071	180	3991	1189	18432	5824
1999	PL21077	623				
1999	PL21079	30			7237	1486
1999	PL21085	10		22	683	235
1999	PL21087	52		555	3316	1405
1999	PL2109	950			7383	12069
1999	PL21091	47	6280	799	10171	31799
1999	PL21092			5250	7382	2153
1999	PL21094	22				
1999	PL21105	42		233	4917	2325
1999	PL21106	68	750	464	3007	1706
1999	PL21108				928	1110
1999	PL21109	67	388	144	4807	1996
1999	PL21110	193				
1999	PL21111	1680	8391	8353	12259	25814
1999	PL21114	226		1906	3928	4715
1999	PL21115	49				
1999	PL21117	54				
1999	PL21118	193		682	2848	966
1999	PL21120	837			21381	23225
1999	PL21121	67		290	1247	1481
1999	PL21123		1804	652	26005	7671
1999	PL21126	320			66682	80389
1999	PL21128	100				
1999	PL21132	549			6653	7953
1999	PL21133	61	1033	582	8171	3593
1999	PL21135	327			10209	7465
1999	PL21136	32			21271	9849
1999	PL21137	489			32394	47143
1999	PL21139	287		1381	3833	12662
1999	PL21140	297		1337	13630	3112
1999	PL21141	104	936	533	1590	6398
1999	PL21142	154		608	1900	7028
1999	PL21143	431	2477	2219	4950	1678
1999	PL21144	43			818	575
1999	PL21146	157			31882	20621
1999	PL21147	25				
1999	PL21148	158				
1999	PL21149	244	1113	2443	8849	2759
1999	PL21150	27	494	179	16665	2969
1999	PL21152	225			1859	2031
1999	PL21153	67			975	3521
1999	PL21154	56			891	5693
1999	PL21162	248			9424	7437
1999	PL21164	209	1354	1023	4147	2332
1999	PL21165	5			619	150
1999	PL21166	41		123	1599	847
1999	PL21167	45		258	2911	1416
1999	PL21168	249	659	775	1821	1259
1999	PL21169	101			1375	1188
1999	PL21171	60			2242	1138
1999	PL21172	38	685	176	2699	1751
1999	PL21173	253	826	749	1163	597
1999	PL21174	7		109	191	133
1999	PL21175	48			17307	3859
1999	PL21178	207			2135	1879
1999	PL21180	51		579	1216	386
1999	PL21181	317				
1999	PL21182	141	886	551	7926	2690
1999	PL21183	140	3459	1044	30501	8943
1999	PL21184	225		960	11349	3062
1999	PL21187	8		26		933
1999	PL21189	330			17558	14119
1999	PL21192	174		843	4258	2499
1999	PL21193	6	5	50	250	174
1999	PL21197	9		121	341	509
1999	PL21198	100	659	564	2777	3312
1999	PL21199	85	16957	1050	222302	59261
1999	PL21203	650	1545	2821	10219	7213
1999	PL2121	74	1591	989	8772	2264
1999	PL21212	351	1156	2199	25100	25616
1999	PL21214	40		153	2266	1081
1999	PL21215	60				
1999	PL21229	7				
1999	PL21232			1051	7275	3184
1999	PL21234	145				
1999	PL21236	12				
1999	PL21245	58				
1999	PL21246	87		269	3472	1729
1999	PL21247	150	1485	543	9672	12788
1999	PL21252	2				
1999	PL21253			223	3510	495
1999	PL21255	72	765	535	21911	8121
1999	PL21256	50				
1999	PL21262	156	2949	1025	19413	9844
1999	PL21263	1073		8158	26821	39976
1999	PL21264	16				
1999	PL21266	12			400	93
1999	PL21267	28	1648	571	15754	10282
1999	PL21268	80			7928	1307
1999	PL21271	11				
1999	PL21274	30				
1999	PL21282	80			4239	1596
1999	PL21284	50				
1999	PL21297	91		321	5754	1520
1999	PL21303	83	1715	855	7199	4981
1999	PL21304	200			3094	2035
1999	PL21306	1982	14183	8664	187266	133728
1999	PL21307	37				
1999	PL21312	20	94	141	2876	1253
1999	PL21318	4				
1999	PL2132	156		1843	3921	2665
1999	PL21321	56		498	15395	5563
1999	PL21322	18				
1999	PL21326	47	345	251	5337	1597
1999	PL2133	68	633	53	7833	1956
1999	PL21339	8	532	41	8621	3780
1999	PL21340	30		225	4215	2128
1999	PL21341	330				
1999	PL21344	30				
1999	PL21348	20	228	166	4681	1913
1999	PL21350	342			11107	9942
1999	PL21355	1202			82154	42672
1999	PL21365	121			6767	2740
1999	PL21366	119		674	9251	2409
1999	PL21372	7	499	29	8906	2721
1999	PL21375	24				
1999	PL21382	245	3433	2035	40723	15794
1999	PL21392				15589	2103
1999	PL21399	1666		9927	64649	49175
1999	PL21400	150				
1999	PL21406	94		583	18070	6829
1999	PL21407	42				
1999	PL21408	56	420	274	3055	1513
1999	PL2141	109	1403	655	10379	5994
1999	PL21412	2				
1999	PL21416	25			7303	49009
1999	PL21432	185	1165	831	3631	1844
1999	PL21433	124	3825	342	8729	13982
1999	PL21436	8	348	95	23820	2882
1999	PL21439	99	494	422	2521	543
1999	PL21444	10			252	55
1999	PL21446	394			996670	300337
1999	PL21447	12			4161	937
1999	PL21449	20		523	343672	87554
1999	PL21450	25	517	388	4878	1274
1999	PL21452	5		40	336	102
1999	PL21456	197	621	676	7058	4309
1999	PL21457	36			3870	1734
1999	PL21464	112	4645	1137	51287	80503
1999	PL21467	18	914	368	13230	9625
1999	PL21470	186		765	3395	2114
1999	PL21473	6				
1999	PL21476	565			35137	9587
1999	PL21487	46			1905	734
1999	PL21488	30				
1999	PL21491	313			14411	7686
1999	PL21496	123		591	9401	2710
1999	PL21498	380	4208	2161	12611	40890
1999	PL21500	150	805	650	5061	1960
1999	PL21508	60		227	3108	2296
1999	PL2151	301			4945	4380
1999	PL21511	41				
1999	PL21512	12			596	133
1999	PL21516	360			2796	1803
1999	PL21517	146				
1999	PL21518	128		478	7892	5363
1999	PL21521	150		571	3246	1264
1999	PL21525	45			3338	894
1999	PL21526	1				
1999	PL21530	62				
1999	PL21531	7				
1999	PL21532	100		1254	4889	3046
1999	PL21533	160			3989	3260
1999	PL21534	9				
1999	PL21535	5				
1999	PL21539	302		817	3245	5961
