id	dateofincorporation	nacerev1primarycode
PL19934		7032
PL19935	1983	7310
PL19936	1992	5155
PL1994	1990	5146
PL19941	1973	1587
PL19942	1881	2913
PL19943	1973	7310
PL19944	1979	7310
PL19945	1968	2811
PL19948	1990	5211
PL19949	1992	2914
PL19951	1971	1754
PL19952	1992	6340
PL19953	1976	7032
PL19954	1978	1551
PL19955	1984	2621
PL19956		4100
PL19957	1968	7310
PL19959	1990	3613
PL1996	1964	2651
PL19960	1959	7032
PL19961		5248
PL19964	1975	4030
PL19971	1983	2811
PL19973	1982	1586
PL19979	1990	5153
PL1998	1985	5153
PL19982	1985	1533
PL19985	1990	6021
PL19986	1990	6021
PL19987	1949	4521
PL19988	1990	5138
PL19992	1995	6021
PL19996	1993	5170
PL20001	1993	2442
PL20002	1984	5155
PL20003	1947	7032
PL20004	1952	2442
PL20007	1993	5170
PL20008	1994	2212
PL20009	1991	5248
PL2001	1956	2414
PL20010	1960	7032
PL20011	1958	7032
PL20012	1992	7032
PL20013	1994	5146
PL20014	1952	4030
PL20016		3550
PL20017	1992	4100
PL20019	1908	7032
PL20020	1955	2862
PL20021	1991	6021
PL20025	1960	7032
PL20029	1990	7420
PL2003	1889	2442
PL20030	1997	5165
PL20032	1991	5511
PL20033	1991	7032
PL20034	1946	2442
PL20035	1992	3614
PL20036	1989	2830
PL20038	1975	7310
PL20039	1953	1930
PL2004	1992	111
PL20040	1959	7032
PL20041		4100
PL20042	1991	2661
PL20045	1990	5246
PL20048	1967	9231
PL20049	1989	2932
PL2005	1899	2121
PL20051	1994	5248
PL20055	1977	2953
PL20057	1818	8030
PL20058	1991	5030
PL20059	1945	5146
PL2006	1991	2523
PL20060	1881	1583
PL20061	1991	2524
PL20062	1992	2822
PL20063		5523
PL20066	1976	112
PL20068	1959	7032
PL20069	1991	7032
PL20071	1993	4524
PL20073		1722
PL20074	1945	5211
PL20075	1959	2522
PL20077	1946	2940
PL20078	1995	5153
PL20080	1921	2940
PL20081	1963	4523
PL20083	1958	2661
PL20084	1957	2626
PL20085	1920	2912
PL20086	1813	2811
PL20087	1956	4523
PL20088	1995	4523
PL20089	1975	3520
PL2009	1990	5146
PL20090	1885	2751
PL20091	1989	5153
PL20092	1993	6025
PL2010	1928	6411
PL20101	1993	7012
PL20102	1990	5030
PL20103	1988	3162
PL20105	1983	7032
PL20108	1958	7032
PL20112	1991	9000
PL20113	1994	2811
PL20116	1991	7032
PL20122	1946	6322
PL20123	1960	7032
PL20125	1996	5153
PL20126	1991	2626
PL20128	1995	3150
PL20129		4525
PL20135	1994	4100
PL20137	1992	5145
PL20138	1947	2956
PL20140	1992	7440
PL20141	1946	2952
PL20142	1983	5170
PL20145	1959	7032
PL20146	1961	7032
PL20147	1994	6021
PL20149	1919	4524
PL20150	1945	6021
PL20152	1975	7032
PL20153	1974	2952
PL20156	1919	5211
PL20158	1952	2956
PL20159	1991	6025
PL20160	1993	5151
PL20161	1981	8511
PL20162	1948	3710
PL20163	1978	7032
PL20170	1990	4533
PL20176		2222
PL20183	1946	8030
PL20184	1977	4521
PL20185	1994	5119
PL20187	1994	130
PL20189	1991	2212
PL20190	1990	4521
PL20191	1993	5225
PL20192	1994	5170
PL20195	1925	2625
PL20196	1983	7032
PL20197	1951	4521
PL20199	1978	5540
PL20200	1958	7032
PL20202	1969	8030
PL20203	1772	2840
PL20206	1990	5144
PL20208	1995	1532
PL20209	1954	7310
PL20210	1991	4524
PL20211	1983	4030
PL20212	1993	2811
PL20213	1987	5119
PL20214	1959	7032
PL20215	1956	1412
PL20216	1945	7310
PL20217	1951	2956
PL20219	1976	6021
PL20221	1992	1561
PL20222	1951	6021
PL20223	1889	1551
PL20224	1995	5119
PL20229	1945	2416
PL20230	1976	2513
PL20233	1957	7310
PL20234		7210
PL20236	1947	1513
PL20238	1994	5242
PL20239	1951	4525
PL20240	1906	7032
PL20242	1920	4524
PL20243	1950	6323
PL20246	1991	3120
PL20248	1945	5227
PL20249	1954	1551
PL20252	1989	5212
PL20255	1991	2524
PL20257	1991	4533
PL20258	1961	7032
PL20259	1994	1721
PL2026	1982	3130
PL20260	1993	5030
PL20261		4524
PL20264	1970	2954
PL20265	1950	2751
PL20266	1991	1587
PL20268	1992	4521
PL20273	1992	9000
PL20274	1976	4100
PL20276	1992	5530
PL20279	1994	4100
PL2028	1992	5146
PL20280	1068	8030
PL20281	1816	8030
PL20282	1951	8030
PL20283	1897	1551
PL20294	1991	1551
PL20296	1990	2212
PL20299	1945	9212
PL20300	1946	1411
PL20301	1994	111
PL20302	1967	7310
PL20303	1981	5211
PL20304	1951	1411
PL20305	1968	7032
PL20306	1992	5151
PL20307	1954	1531
PL20308	1995	1551
PL20309	1959	7032
PL20312	1993	5170
PL20314	1992	7032
PL20315	1965	7032
PL20316		5133
PL20325	1991	3120
PL20326	1991	4521
PL20327	1990	2811
PL20328	1954	8030
PL20329	1950	8030
PL20330	1950	8030
PL20331	1990	8030
PL20332		5119
PL20334	1990	1513
PL20335	1955	7220
PL20336	1994	2123
PL20337	1959	7032
PL20338	1994	2521
PL20339	1987	5170
PL20340	1994	5146
PL20341		5146
PL20343	1983	3140
PL20347	1991	9211
PL20348	1992	2512
PL20349	1992	3330
PL20350	1981	4521
PL20351	1929	2613
PL20352	1962	2951
PL20353	1948	7310
PL20354	1944	1411
PL20355	1993	2521
PL20356	1995	1533
PL20357	1995	1930
PL20362	1988	5170
PL20363	1995	5170
PL20366	1975	7032
PL20367	1946	1411
PL20369	1953	8514
PL20372	1991	2932
PL20373	1939	3430
PL20374	1992	6025
PL20376	1945	6021
PL20377	1952	3320
PL20379	1976	2875
PL20380	1990	4030
PL20381	1948	8030
PL20383	1990	4521
PL20384	1993	4100
PL20385	1990	5138
PL20387		
PL2039	1948	2743
PL20391	1990	6025
PL20393	1975	5211
PL20395	1975	3210
PL20396	1993	1561
PL20397	1951	2952
PL20398	1894	1583
PL20400	1989	6330
PL20401	1994	2626
PL20405	1991	2222
PL20407	1995	5170
PL20410	1993	5170
PL20412	1990	2812
PL20414	1989	1716
PL20417	1993	2523
PL20419	1992	2666
PL20420	1990	6021
PL20422	1992	6523
PL20425	1989	2932
PL20426	1994	5010
PL20427	1990	1511
PL20428	1992	7414
PL20432	1991	5153
PL20433	1979	7032
PL20435	1945	3614
PL20437	1987	1010
PL20438	1990	2923
PL20441	1957	2811
PL20442	1989	5030
PL20444		4521
PL20445	1975	7032
PL20446	1948	1571
PL20447	1995	3420
PL20448	1958	7032
PL20449	1929	1551
PL2045	1992	5170
PL20450	1981	1551
PL20452		7032
PL20453	1949	1551
PL20455	1951	3120
PL20456	1946	3161
PL20457	1991	4100
PL20458	1975	2954
PL20460	1953	4525
PL20461	1939	5211
PL20463	1990	5170
PL20465	1975	7032
PL20466	1993	7032
PL20467	1991	5121
PL20469	1945	5211
PL20470	1990	3663
PL20473	1994	6025
PL20475	1989	5030
PL20477	1993	5030
PL20478	1975	7032
PL20483	11/2/1992	2522
PL20485	1990	7220
PL20486	1993	5170
PL20488	1994	2523
PL20489	1996	4521
PL20491	1994	2222
PL20493	1995	7484
PL20499	1953	7310
PL2050	1949	2442
PL20500	1991	1561
PL20501	1990	7032
PL20502	1993	4524
PL20503		7032
PL20504	1948	2811
PL20505	1928	1551
PL20506	1947	2222
PL20507	1981	4521
PL20508	1992	4100
PL20509	1957	3430
PL20511	1976	6021
PL20513	1991	5138
PL20514	1960	7032
PL20517		7032
PL20518	1952	6025
PL20519	1990	2971
PL20520	1980	5211
PL20521	1995	5131
PL20522	1978	7032
PL20525	1990	1822
PL20526	1992	2523
PL20528	1993	5162
PL20533	8/25/1992	5170
PL20534	1993	1581
PL20535	1991	2932
PL20536	1994	1533
PL20537	1991	7032
PL20539	1991	5242
PL2054	1953	7420
PL20541	1994	4030
PL20542	1992	5170
PL20544	1993	5170
PL20545		7032
PL20546	1981	7032
PL20550	1975	2010
PL20554	1994	1571
PL20604	1993	2812
PL20608	1992	7420
PL20609	1991	2923
PL20626	1991	5154
PL20635	1993	4545
PL2064	1991	1551
PL20653	1990	2840
PL20655	1992	4521
PL20656	1989	5245
PL20664	1990	5164
PL20666	1993	5147
PL20668	1995	5164
PL20669	1994	2811
PL2067	1882	1714
PL20670	1988	5153
PL20671	1993	2030
PL20673	1993	7411
PL20676	1992	2812
PL20679	1990	5147
PL2068	1991	5010
PL20681	1990	2211
PL20682	1991	7440
PL20683	1995	2626
PL20686	1994	2812
PL20689	7/8/1992	4525
PL2069	1991	1551
PL20692	1990	2523
PL20696	1970	3520
PL20700	1959	7032
PL20701	1994	4521
PL20702	1991	2811
PL20703	1976	4521
PL20704	1945	1512
PL20705	1990	2952
PL20706	1907	4010
PL20708	1945	4100
PL20710	1988	5138
PL20711	1971	2630
PL20712	1991	5050
PL20714	1976	2922
PL20715	1990	6021
PL20719	1990	5170
PL20721	1993	5211
PL20722	1993	5211
PL20726	1989	7032
PL20727	1995	2953
PL20732	1954	1512
PL20744	1989	1822
PL20752	1990	2010
PL20756	1996	5170
PL20758	1989	2211
PL20759	1994	7032
PL2076	1991	7411
PL20760	1929	1551
PL20761	1958	7032
PL20762	1993	4521
PL20763	1988	6420
PL20764	1868	9000
PL20765	1956	2923
PL20766	1993	9000
PL20767	1969	2811
PL20770	1988	7310
PL20771	1926	1551
PL20772	1973	4524
PL20773	1973	4524
PL20774	1976	6021
PL20775	1952	2932
PL20777	1995	3310
PL20778	1990	7220
PL20779	1981	8511
PL2078	1974	1822
PL20780	1975	7032
PL20782	1993	5170
PL20787	1989	5010
PL20788	1983	7032
PL20791	1995	2971
PL20792	1973	123
PL20794	1946	7032
PL20795	1950	7310
PL20796	1988	4521
PL20799	1879	1722
PL2080	1855	2734
PL20800	1992	1513
PL20803	1994	5131
PL20804	1991	2212
PL20805		4523
PL20806		3511
PL20807	1982	7032
PL20808	1990	6340
PL20811	1962	2452
PL20812	1991	2211
PL20816	1991	5133
PL20820	1990	5154
PL20829	1990	2811
PL20831	1992	4521
PL20833	1990	4521
PL20835	1995	1533
PL20836	1992	3430
PL20837		5170
PL20838	1991	5146
PL20839	1990	9112
PL2084	1991	2466
PL20840	1960	2623
PL20841	1952	1533
PL20843		5161
PL20846	1990	3614
PL20847	1990	3162
PL20848	1951	7310
PL20849	1995	3002
PL2085	1982	7420
PL20852	1992	5211
PL20854	1991	5147
PL20856	1976	6021
PL20860	1965	3320
PL20862	1971	4030
PL20863	1990	5246
PL20864	1992	2940
PL20865	1982	4100
PL20866	1989	130
PL20867	1994	130
PL20869	1991	2812
PL20873	1993	3614
PL20874	1971	2924
PL20875	1988	4524
PL20876	1985	8030
PL20879	1952	3410
PL20880	1995	5144
PL20886		4521
PL20891	1992	5146
PL20892	1893	7032
PL20893	1994	5020
PL20895	1989	5119
PL20896		7032
PL20897	1991	6420
PL20898	1994	7415
PL2090	1989	5170
PL20900	1947	4523
PL20901	1994	7020
PL20902	1991	7420
PL20903	1958	7032
PL20904	1994	5170
PL20907	1995	5155
PL20909	1984	5170
PL20911	1989	4543
PL20914	1915	2222
PL20915	1991	4521
PL20916	1950	7310
PL20917	1947	5170
PL20918	1945	3310
PL20919	1988	1587
PL20920	1945	7310
PL20922	1952	7310
PL20923	1964	7310
PL20924	1989	4521
PL20926	1990	1584
PL20928	1993	6340
PL20932	1997	4030
PL20936	1976	4523
PL20940	1956	1551
PL20941		1930
PL20944	1982	5211
PL20945	1974	3430
PL20948	1994	7414
PL20949	1994	5143
PL20951	1994	1112
PL20959	1994	5138
PL20962	1992	4521
PL20966	1992	1721
PL20968	1958	7032
PL20969	1991	4521
PL20971	1995	5138
PL20973	1993	5156
PL20975	1989	2822
PL20979	1989	4521
PL20981	1993	1533
PL20982	1992	4521
PL20983	1959	7032
PL20984	1945	2923
PL20986	1958	7032
PL20987	1994	1512
PL20989	1990	6321
PL2099	1955	1822
PL20990	1968	6025
PL20992	1995	5151
PL20994	1945	5020
PL20995	1926	1551
PL20997	1995	6523
PL20998	1992	123
PL2100	1991	5170
PL21000	1991	4523
PL21002	1976	4100
PL21003	1972	6021
PL21006	1993	5146
PL21008	1955	7032
PL21009	1904	7032
PL21011		130
PL21013	1983	5211
PL21014	1702	8030
PL21015	1950	1822
PL21016	1951	2956
PL21017	1883	2914
PL21021	1989	2523
PL21022	1990	2812
PL21026	1993	6340
PL21032	1992	5139
PL21035	1994	2812
PL21036	1994	2811
PL2104	1860	2621
PL21047	1992	2523
PL21050	1990	5211
PL21051	1948	2212
PL21052	1947	5248
PL21055	1992	4030
PL21056	1965	3330
PL21057	1977	3220
PL21061	1991	2812
PL21063	1990	4521
PL21071	1990	2523
PL21077	1990	1599
PL21079	1997	2521
PL21085	1991	5170
PL21087	1995	4521
PL2109	1973	8511
PL21091	1992	7012
PL21092	1994	7414
PL21094	1994	124
PL21105	1993	2812
PL21106	1997	5170
PL21108	1951	7310
PL21109	1989	5170
PL21110	1990	6340
PL21111	1918	8030
PL21114	1972	7310
PL21115	1978	7032
PL21117	1991	5170
PL21118	1953	4521
PL21120	1963	4030
PL21121	1992	4030
PL21123	1992	5170
PL21126	1995	9220
PL21128	1983	2010
PL21132	1951	3310
PL21133	1992	7420
PL21134	1990	1810
PL21135	1945	1583
PL21136	1991	5170
PL21137	1993	4010
PL21139	1993	4100
PL21140	1991	1512
PL21141	1960	9000
PL21142		7032
PL21143		6021
PL21144	1996	4521
PL21146	1989	5119
PL21147		7220
PL21148	1958	7032
PL21149	1991	6412
PL21150	1993	5143
PL21152	1969	2914
PL21153	1992	4100
PL21154	1993	4100
PL21162	1894	1583
PL21164	1956	2222
PL21165	1993	5248
PL21166	1991	2523
PL21167	1996	4030
PL21168	1949	2661
PL21169	1993	4030
PL21171	1993	2812
PL21172	1994	5248
PL21173		1822
PL21174	1996	7420
PL21175	1996	5170
PL21178	1989	9000
PL21179	1975	9271
PL21180	1992	7420
PL21181	1953	7032
PL21182	1991	2030
PL21183	1990	5010
PL21184	1955	5170
PL21187		7420
PL21189	1995	1583
PL2119	1974	1511
PL21191	1990	5154
PL21192	1998	4521
PL21193	1994	515
PL21197	1991	6523
PL21198	1992	4030
PL21199	1992	7440
PL21203	1982	1930
PL2121	1989	5170
PL21212	1989	2121
PL21214	1993	4521
PL21215	1996	5152
PL2122	1961	5114
PL21229	1996	5212
PL21232	1990	2523
PL21234	1982	5248
PL21236	1991	5248
PL21245	1992	4532
PL21246	1988	4521
PL21247	1991	5164
PL21249	1992	2211
PL21252		5170
PL21253	1992	5153
PL21255	1989	5121
PL21256	1992	5212
PL21262	1993	1572
PL21263	1994	6713
PL21264	1993	5138
PL21266	1992	9211
PL21267	1991	9212
PL21268	1992	5119
PL21271	1989	1822
PL21274	1992	5170
PL21282	1990	5170
PL21284	1992	4521
PL21297	1989	5248
PL21303	1992	5153
PL21304	1992	1411
PL21306	1995	5170
PL21307	1991	1930
PL21312	1992	5170
PL21318	1994	5170
PL2132	1949	7310
PL21321	1990	2413
PL21322	1994	4521
PL21326	1990	5153
PL2133	1991	5170
PL21339	1995	6712
PL21340	1994	5141
PL21341	1991	1599
PL21344	1973	5170
PL21348	1992	5170
PL21350	1991	1822
PL21355	1991	2211
PL21365	1992	7413
PL21366	1990	5153
PL21372	1995	1571
PL21375	1996	5155
PL21382	1994	5211
PL21392	1990	4521
PL21399	1973	6340
PL21400	1993	6340
PL21406	1991	1571
PL21407	1990	2666
PL21408	1989	5248
PL2141	1990	2112
PL21412	1996	5131
PL21416	1991	6521
PL21432	1983	2524
PL21433	1993	2524
PL21436	1997	5170
PL21439	1992	4521
PL21444	1996	2812
PL21446	1992	5170
PL21447	1997	5170
PL21449	1993	5010
PL21450	1990	5170
PL21452	1995	4521
PL21456	1993	3615
PL21457	1991	5154
PL21464	1995	7020
PL21467	1993	5151
PL21470	1993	5170
PL21473	1996	5170
PL21476	1997	2710
PL21487		2030
PL21488	1992	4521
PL21491	1897	1583
PL21496	1995	2523
PL21498	1996	1513
PL21500	1990	4521
PL21507	1993	5147
PL21508	1989	4521
PL2151	1950	2924
PL21511	1992	2523
PL21512	1994	2812
PL21516	1993	3330
PL21517	1989	2914
PL21518	1989	5170
PL21521	1988	4521
PL21525	1989	2030
PL21526	1996	2734
PL21530	1991	2524
PL21531	1993	2811
PL21532	1991	5164
PL21533	1991	2222
PL21534	1995	2812
PL21535	1992	5121
PL21539	1993	5170
PL2154	1989	5165
PL21545	1991	3615
PL21547	11/5/1996	1552
PL21556	1989	4533
PL21557	1994	2222
PL21559	1993	2030
PL21562	1991	2222
PL21563	1995	1587
PL21566	1992	5154
PL21568	1992	5153
PL21569		5153
PL21573	1994	4521
PL21574	1994	2030
PL21575	1003	5144
PL21576	1996	2523
PL21579	1996	5164
PL2158	1963	1721
PL21587	1991	5170
PL21608	1989	5153
PL21609	1997	2523
PL21611	1994	5170
PL21627	1992	5170
PL21629	1993	5248
PL21630	1997	2121
PL21634	1991	2625
PL21640	1991	4521
PL21641	1945	2430
PL21647	1990	5153
PL21652	1992	5261
PL21654	1989	5170
PL21657	1990	5138
PL21658	1989	4521
PL21659	1990	5152
PL21663	1997	2811
PL21667	1994	6523
PL2167	1831	2621
PL21672	1994	5261
PL21677	1990	5244
PL21681	1995	2112
PL2169	1860	2652
PL21694	1986	5144
PL21696	1950	4521
PL21699	1994	3614
PL21704	1993	2121
PL21705	1981	2212
PL21708	1990	5170
PL21709	1995	4521
PL21710	1989	3614
PL21711	1945	5211
PL21712	1991	5212
PL21715	1983	2812
PL21727	12/9/1993	5134
PL21728	1952	4521
PL21730	1993	5170
PL21735	1991	2232
PL21739	1992	1584
PL21741	10/23/1987	5138
PL21742	1993	5153
PL2175	1970	1822
PL21753	1987	3663
PL21766	1996	5154
PL21768	3/22/1984	2443
PL21770	1990	1582
PL21772	1990	5170
PL21774	1988	2121
PL21775	1993	7482
PL21776	1990	5154
PL21778	1992	2812
PL21782	1991	8042
PL21785	1995	5170
PL21787	12/5/1992	1930
PL21803	1990	1513
PL21811	1994	5170
PL21813	1993	5141
PL21816	1989	5030
PL21819	1995	5170
PL21823	1993	3162
PL21831	1992	9301
PL21832	1997	5143
PL2185	1967	4030
PL21850	1989	5170
PL2187	1951	2442
PL21873	1997	
PL21875	1992	6521
PL2189	1990	5131
PL21908	1993	6312
PL2191	1949	3120
PL2192	1992	5010
PL21921	1995	2222
PL21924	1983	2523
PL21927	1992	5142
PL21929	1993	6523
PL21934	1997	1730
PL21935	1991	5144
PL21944	1989	5153
PL21949	1990	2522
PL21955	1997	5170
PL21957	1990	4522
PL21959	1997	2822
PL2196	1993	1584
PL21969	1969	2121
PL2197	1990	2451
PL21980	1991	5248
PL21981	1990	5170
PL21986	1990	3663
PL21989	1950	3430
PL21993	1998	5170
PL21995	1993	5154
PL21998	1995	2812
PL22009	1990	1740
PL22026	1997	7032
PL22031	1/22/1996	7032
PL22032	1992	2830
PL22034	1995	5153
PL22047	1984	1584
PL22052	1952	7032
PL22053	1993	5170
PL22058	1996	1533
PL22060	5/9/1986	4521
PL22064	1995	5170
PL22070	1992	4523
PL22072	1997	7032
PL22073	1996	5170
PL22076	1995	2811
PL22078	1996	4521
PL22085	1992	5170
PL22086	1992	5164
PL22087	1990	4521
PL22094	8/18/1994	2413
PL22112	1995	2522
PL22118		1930
PL22124	1996	6340
PL22127	1991	2121
PL22132	1988	5248
PL22140	1989	4521
PL22142	1990	5135
PL22144	1994	2812
PL22149	1995	5248
PL22163	3/24/1997	6025
PL22165		4521
PL22174	1993	5170
PL22175	1986	5170
PL22178	1993	5141
PL2218	1990	2030
PL22180	1989	4521
PL22182	1991	5245
PL22183	1922	141
PL22184	1994	5170
PL22186	1995	5153
PL22190	1990	5143
PL22192	1989	5245
PL22199	8/26/1989	1822
PL22203	1994	5170
PL22206	1997	5153
PL22207	1991	5170
PL22209	1998	2125
PL22212	1994	5227
PL22214	1996	3162
PL22227	1993	5248
PL2223	1991	5170
PL22231	1991	5155
PL22236	1997	3430
PL22240	1997	5170
PL22242	1997	6523
PL22243	7/14/1995	2873
PL22253	1996	5170
PL22254	1987	2222
PL22258	11/14/1991	5030
PL22260	1996	2875
PL22264	1991	2415
PL22266	1995	5248
PL22267	1996	5170
PL22269	1986	2121
PL22272	1990	4521
PL22273	1992	5153
PL22275	10/29/1990	2452
PL22277	1994	5247
PL22279	4/7/1989	5170
PL2228	1983	5170
PL22284	1967	2956
PL22293	1990	1930
PL22295	1990	5170
PL2230	1993	1551
PL22313	1995	2231
PL22314	1998	2430
PL22319	5/17/1995	1598
PL22327	1990	5170
PL22328	1995	5170
PL22332	1997	9220
PL22339	1989	1822
PL22341	1998	4521
PL22342	1959	1821
PL22348		6420
PL22351	6/16/1983	2222
PL22353	1996	5170
PL22354	1994	4521
PL22355	1988	3430
PL22364	1996	2863
PL22365	1994	2523
PL2237	1973	2651
PL22372	1997	2523
PL22375	1990	2871
PL22377	1995	4521
PL22378	1997	5170
PL22380	3/19/1993	5170
PL22381	1990	2523
PL22383	1953	5010
PL22386	1992	2812
PL22387	1995	2523
PL22388	1997	2523
PL22389	1997	5170
PL22393	1988	5170
PL22401	1990	3614
PL22405	12/7/1995	5147
PL22406	1990	4550
PL2241	1991	1598
PL22413	1996	5153
PL22414	1991	5153
PL22422	8/31/1993	1533
PL2243	1985	2442
PL22432	1993	2452
PL22433	1987	4533
PL22436	1998	1582
PL22437	1974	2521
PL22439	1993	5144
PL22446	1996	5170
PL22447	1993	5170
PL22448	1993	5153
PL22449	1992	5170
PL22450	1982	5155
PL22453	1992	6025
PL22454	1994	5151
PL22456	1989	2523
PL22457	1988	5170
PL22466	1995	3614
PL22468	1991	4542
PL22474	1991	5170
PL22475	1994	5248
PL22476	1994	2030
PL22477	1996	2125
PL22478	1993	2452
PL22481	12/24/1990	5170
PL22490	1922	5170
PL22494	1989	4521
PL22498	1/21/1989	7220
PL22504	1995	1512
PL22506	1989	5153
PL22508	1991	2030
PL2251	1992	5147
PL22510	1995	2030
PL22514	2/3/1994	5165
PL22515	1989	4511
PL22517	1997	5152
PL22519	1991	5170
PL22520	1994	5139
PL22522	1993	2212
PL22525	1992	2222
PL22526	1998	2213
PL22530	1993	5170
PL22531	1996	5170
PL22540	6/28/1989	3663
PL22543	2/1/1993	4521
PL22544	1989	5131
PL22545	1991	4521
PL22551	5/30/1988	453
PL22555	1992	4522
PL22562	1990	5131
PL22566	1996	4542
PL22572	1998	1120
PL22578	1992	5170
PL22580	1991	5143
PL22586	1993	5248
PL22588	1996	2523
PL22591	1992	5020
PL22593	1981	5170
PL22594	1996	2522
PL22595	1999	3150
PL22597	1994	5222
PL22602	1992	1511
PL22603	1994	2523
PL22604	1999	2523
PL22606	1992	1411
PL22607	1989	5170
PL22615	1993	5153
PL22617	1992	5170
PL22621	1992	1754
PL22623	1997	5030
PL22624	1964	5020
PL22625		4521
PL22627	1991	6025
PL22628	1991	124
PL22633	1994	5170
PL22635	1996	5263
PL22636	1991	5155
PL22646	1992	5144
PL22648	1990	3614
PL22650	1985	3120
PL22656	1996	2932
PL22659	1994	4521
PL22662	1994	5212
PL22665	1996	5141
PL22668	1997	2040
PL22672	1994	5170
PL22675	1994	6330
PL22678	1988	5211
PL22681	1989	5170
PL22684	1997	2030
PL22686	1999	2630
PL22689	1996	7031
PL22690	1989	7430
PL22692	1989	3330
PL22694	1993	5144
PL22696	1996	2811
PL22699	1997	2523
PL2270	1945	1822
PL22707	1995	5170
PL22709	1995	2611
PL22710	1991	1411
PL22713	1999	6523
PL22719	1995	3410
PL22723	1994	1411
PL22725	1996	2651
PL22727	1997	112
PL22728	1998	2466
PL22730	1996	2524
PL22735	1990	2222
PL22739	1991	1542
PL2274	1991	9111
PL22740	1994	2523
PL22743	1996	5170
PL22744	1991	5134
PL22747	1952	4521
PL22749	1990	5030
PL22751	1998	1421
PL22756	1997	5170
PL22760	1982	2851
PL22766	1992	5170
PL22767	1996	5170
PL22768		6340
PL22772	1990	4521
PL22779	1992	7020
PL22798	1993	5170
PL22801	1990	5113
PL22802	1998	2523
PL22803	1992	5170
PL22809	1991	1721
PL22810	1992	3614
PL22812	1992	1721
PL22813	1992	5121
PL22814	1990	5155
PL22818	1977	2811
PL22819	1991	5170
PL22821	1998	5020
PL22822	1996	4521
PL22827	1989	5142
PL22830	1998	6720
PL22838	1992	5030
PL22839	1997	5030
PL22842	1999	2020
PL22843	1997	5152
PL22848	1989	130
PL22851	1992	4521
PL22855	1990	4521
PL22858	1992	5170
PL22859	1996	5170
PL22864	1996	5170
PL22867	1999	5170
PL22870	1997	2811
PL22872	1996	4521
PL22877	1994	5151
PL22883	1994	2213
PL22885	1989	5133
PL22886	1987	1822
PL22888	1995	4521
PL22889	1989	1822
PL22890	1991	1587
PL22894	1990	5170
PL22895	1990	5170
PL22896	1944	2442
PL22897	1997	4020
PL22904	1994	5147
PL22905	1998	2682
PL22906	1995	2442
PL22907		5164
PL22908	1991	5170
PL2291	1958	3330
PL22910	1995	5121
PL22911	1994	5170
PL22912	1989	1740
PL22920	1991	5165
PL22921	1949	3614
PL22922	1996	5170
PL22923	1998	5131
PL22925	1994	5170
PL22929	1993	2222
PL22931	1998	5131
PL22932	1993	4525
PL22933	1997	5131
PL22934	1998	5131
PL22935	1993	2030
PL22936	1995	3614
PL22937	1998	3614
PL22938	1996	3611
PL22939	1991	5248
PL22940	1991	1512
PL22941	1997	5170
PL22945	1990	2924
PL22946	1989	7020
PL22948	1992	5170
PL22949	1998	2956
PL2295	1945	4521
PL22953	1995	1587
PL22954	1997	5152
PL22955	1992	5113
PL22958	1989	2524
PL22959	1993	5170
PL22961	1993	2122
PL22962	1991	5170
PL22963	1992	5141
PL22964	1996	5153
PL22965	1996	124
PL22966	1994	5170
PL22968	1991	1513
PL22969	1990	5144
PL22970	1992	5152
PL22972	1998	5170
PL22975	1993	2812
PL22978	1978	1584
PL22979	1990	5145
PL2298	1965	2415
PL22988	1918	2953
PL22989	1997	4521
PL22990	1993	2812
PL22991	1990	7210
PL22993	1990	1513
PL22994	1998	5153
PL22998	1990	5147
PL23000	1989	4533
PL23002	1991	2211
PL23004	1994	6521
PL23005	1997	7484
PL23006	1995	2030
PL23008	1999	5170
PL23009	1993	5030
PL23010	1964	5153
PL23011	1994	5170
PL23012	1996	2523
PL23013	1973	2852
PL23014	1993	5165
PL23015	1999	2030
PL23018	1998	5170
PL23020	1992	5131
PL23021	1997	5117
PL23023	1998	5119
PL23024	1992	5137
PL23027	1991	5147
PL23028	1995	1512
PL23031	1999	2811
PL23033	1999	
PL23035	1996	5010
PL23037	1992	6340
PL23043	1990	5145
PL23044	1993	5170
PL23046	1992	2524
PL23047	1998	5170
PL23048	1998	5153
PL23049	1994	6340
PL23050	1998	2452
PL23051	1994	2430
PL23052	1990	5248
PL23053	1994	2523
PL23054	1997	7440
PL23057	1988	4521
PL23058	1992	1571
PL23060	1997	5131
PL23063	1992	7460
PL23064	1995	2211
PL23065	1990	5170
PL23067	1995	2615
PL23068	1993	2640
PL23069	1995	5153
PL23073	1996	5153
PL23075	1991	5153
PL23077	1999	2521
PL23078	1998	6340
PL23079	1999	2111
PL23080	1996	5131
PL23081	1997	1822
PL23082	1989	6312
PL23083	1994	2523
PL23084	1992	2417
PL23086	1986	5170
PL23087	1995	5170
PL23088	1997	2812
PL23090	1996	3120
PL23091	1989	5170
PL23094	1990	5153
PL2310	1995	4521
PL23101	1993	1511
PL23102	1999	5030
PL23108	1998	5152
PL23109	1993	5170
PL23110	1999	4521
PL23112	1994	5152
PL23113	1992	2812
PL23119	1998	1910
PL23123	1986	4521
PL23124	1978	2661
PL23125	1999	2521
PL23126	1999	1511
PL23127	1997	5153
PL2313	1990	4521
PL23134	1997	4521
PL23135	1993	5170
PL23140	1987	4541
PL23141	1999	5153
