id	dateofincorporation	nacerev1primarycode
PL32347	1998	2956
PL32349	1976	7132
PL32352	1998	4521
PL32355	1994	3162
PL32358	1989	5247
PL32361	1997	3430
PL32364	1997	7440
PL32377	1994	5170
PL32378	1991	5170
PL32380	1994	2452
PL32386	1995	5138
PL32390	1997	6420
PL32399	1988	3002
PL32404	1987	7220
PL32411	1997	2211
PL32414	1998	3710
PL32415	1998	1822
PL32416	1996	5211
PL32418	1994	2811
PL3242	1990	5010
PL32424	1966	5010
PL32425	1994	6340
PL32428	1989	2661
PL3243	1989	5166
PL32436	1999	2840
PL32438	1995	7440
PL32441	1996	4523
PL32446	1995	5263
PL32448	1996	2821
PL3245	1991	6523
PL32452	1955	7032
PL32456	1978	2615
PL32466	1996	5242
PL32467	1995	7484
PL32468	1984	2513
PL3247	1993	3140
PL32474	1997	2221
PL32475	1991	5153
PL32478	1996	7420
PL32479	1995	5010
PL3248	1800	1583
PL32481	1995	1010
PL32484	1996	3220
PL32486	1989	2670
PL32491	1997	5153
PL32496	1994	5248
PL32497	1996	6312
PL32498	1991	7420
PL3250	1992	6420
PL32500	1995	
PL32501	1996	5020
PL32502	1993	4030
PL32504	1993	4030
PL32505	1978	9000
PL32506	1994	3120
PL32507	1991	5170
PL32508	1992	5170
PL32509	1997	2922
PL3251	1948	2721
PL32510	1991	2211
PL32511	1995	4534
PL32513	1989	7460
PL32514	1991	2811
PL32515	1966	2661
PL32516	1996	7420
PL32517	1991	1511
PL32518	1993	3330
PL32519	1969	4100
PL32520	1991	7420
PL32521	1991	1753
PL32522		6021
PL32523	1975	9305
PL32525	1992	1823
PL32526	1975	7310
PL32527	1994	4100
PL32528		5050
PL32529	1996	3210
PL32530	1996	5111
PL32531	1995	2940
PL32533	1995	5142
PL32534	1994	112
PL32535	1972	6021
PL32536	1992	1552
PL32537	1993	9000
PL32538	1992	5170
PL32539		3614
PL3254	1879	2734
PL32540	1995	7121
PL32541	1991	2212
PL32542	1995	121
PL32543	1996	2952
PL32544	1995	4030
PL32545	1945	4521
PL32546	1991	4521
PL32547	1996	1533
PL32548	1918	112
PL32550	1992	5165
PL32551	1945	6021
PL32552	1992	5170
PL32554	1948	1910
PL32555	1995	5146
PL32557	1991	2953
PL32559	1996	3520
PL32561	1983	3622
PL32562	1991	7412
PL32563	1993	9271
PL32564	1974	2661
PL32565	1991	4523
PL32566	1976	2751
PL32567	1996	6010
PL32568	1996	7420
PL32569	1997	5170
PL3257	1991	4531
PL32570	1994	4521
PL32571	1963	5170
PL32572	1996	6322
PL32573	1969	2010
PL32574	1996	7415
PL32575	1996	5010
PL32576	1988	4533
PL32577	1997	2924
PL32578	1953	2010
PL32579	1959	7032
PL3258	1990	7020
PL32580	1992	4523
PL32581	1994	7414
PL32582	1974	4521
PL32583	1974	3622
PL32584	1995	7420
PL32585	1953	5146
PL32587	1946	8030
PL32588	1948	4533
PL32589		8030
PL3259	1948	4531
PL32590	1996	5170
PL32591	1989	5147
PL32592		4521
PL32593	1994	3530
PL32594	1996	6523
PL32595	1991	6523
PL32596	1991	5170
PL32597	1990	2051
PL32598	1992	5227
PL32599	1996	5170
PL3260	1901	4010
PL32600	1984	7031
PL32602	1883	1583
PL32603	1994	125
PL32604	1996	2661
PL32606	1991	1594
PL32607	1957	4521
PL32608	1996	6523
PL32609	1996	5155
PL32610	1947	122
PL32612	1992	6711
PL32613	1997	8511
PL32614	1949	4525
PL32615	1975	4521
PL32616	1991	4521
PL32617	1993	4030
PL32618	1992	7420
PL32619	1995	3130
PL32621	1991	4521
PL32622	1995	9220
PL32623	1992	5170
PL32624	1923	122
PL32625	1989	4030
PL32626	1995	5170
PL32627	1996	6312
PL32628	1976	4521
PL32629	1996	5170
PL32630	1995	4521
PL32631	1993	4521
PL32632	1970	2661
PL32633	1994	2010
PL32634	1928	122
PL32635	1993	130
PL32636	1991	5121
PL32637	1973	2661
PL32638	1989	5263
PL32639	1995	5170
PL3264	1965	7310
PL32640	1949	6021
PL32641	1995	1930
PL32642	1995	6420
PL32643	1991	2875
PL32644	1992	4030
PL32645	1957	6120
PL32646	1996	7020
PL32648	1950	5247
PL32649	1989	1585
PL3265	1961	1320
PL32650	1973	6021
PL32651	1984	5523
PL32652	1988	4523
PL32653	1946	2956
PL32654	1991	2222
PL32655	1954	6025
PL32656	1996	5146
PL32657	1992	5157
PL32658	1993	4100
PL32659	1955	6025
PL32660	1982	5153
PL32661	1946	4010
PL32662	1967	7310
PL32663	1926	7320
PL32664	1993	9000
PL32665	1989	3330
PL32666	1995	5170
PL32667	1994	5170
PL32668	1994	4521
PL32669	1995	6523
PL32670	1994	2923
PL32671	1992	1411
PL32672	1993	2524
PL32673		3613
PL32674	1989	5170
PL32675	1997	7260
PL32676	1994	4521
PL32677	1994	6420
PL32678	1975	4100
PL32679	1954	2956
PL32681		5511
PL32682	1989	2121
PL32683	1953	122
PL32684	1990	5138
PL32685	1932	7020
PL32686	1995	7484
PL32687	1993	4534
PL32688	1997	7484
PL32689	1996	6521
PL32690	1992	4523
PL32691	1985	4100
PL32692	1976	4030
PL32693	1870	2954
PL32694	1989	5155
PL32695	1977	8511
PL32696	1993	1822
PL32697	1987	5030
PL32698	1989	5155
PL32699		2956
PL3270	1973	1511
PL32700	1997	7012
PL32701	1946	4523
PL32702	1990	1822
PL32703	1817	122
PL32705	1995	3614
PL32707	1994	5170
PL32708	1958	7310
PL32709	1966	6021
PL3271	1960	2615
PL32710	1992	111
PL32711	1993	5170
PL32712	1993	2222
PL32713	1975	8511
PL32714	1996	3410
PL32715	1976	4100
PL32716	1976	6021
PL32717	1996	4521
PL32718	1997	7220
PL32719	1998	2875
PL3272	1824	2861
PL32720	1975	5511
PL32721	1997	6025
PL32722	1996	6521
PL32723	1992	4523
PL32724	1997	5512
PL32725	1997	2811
PL32726	1980	1571
PL32727	1993	2811
PL32728	1992	4100
PL32729	1953	8511
PL32730	1991	6412
PL32731	1948	7310
PL32732	1989	3320
PL32733	1972	121
PL32734	1994	5131
PL32735	1955	5020
PL32736	1992	4100
PL32737	1996	2320
PL32738	1996	5144
PL32739	1949	4521
PL32740	1994	112
PL32741	1994	2524
PL32742	1991	4521
PL32743	1955	122
PL32744	1975	7020
PL32745	1994	5245
PL32746	1996	7415
PL32747	1997	4030
PL32749		
PL32750	1992	4521
PL32751	1996	7011
PL32752	1992	4521
PL32753	1951	6021
PL32754	1991	5153
PL32755	1991	5170
PL32756	1951	2811
PL32757	1992	4100
PL32758	1965	8511
PL32759	1996	7031
PL32760	1950	3611
PL32761	1994	5170
PL32762	1996	1592
PL32764	1990	6021
PL32765	1970	111
PL32766	1996	4010
PL32767	1993	121
PL32768		5147
PL32769	1997	7414
PL32770	1991	2940
PL32771	1982	6021
PL32772	1996	4030
PL32773	1990	5132
PL32774	1993	1511
PL32775	1983	2522
PL32776	1991	5244
PL32777	1995	1533
PL32778	1994	3110
PL32780	1950	7032
PL32781	1989	4532
PL32782		7484
PL32783	1951	9000
PL32784	1992	4523
PL32785	1993	5170
PL32786	1994	5243
PL32787	1976	6330
PL32788	1995	1772
PL32789	1993	4523
PL32790	1996	111
PL32791	1994	7032
PL32792	1994	4521
PL32793	1949	2953
PL32794	1991	6420
PL32795	1997	6420
PL32796	1995	6025
PL32797	1996	6521
PL32798	1995	5121
PL32799	1977	4521
PL32800	1993	4524
PL32801	1997	4100
PL32802	1991	9112
PL32803	1983	1822
PL32804	1949	7420
PL32805	1990	4521
PL32806	1990	2010
PL32807	1995	1511
PL32808	1949	2751
PL3281	1929	2872
PL32810	1945	7310
PL32811	1990	4521
PL32812	1986	2121
PL32813	1959	4525
PL32814	1890	2940
PL32815	1991	4521
PL32816	1995	4521
PL32818	1996	7020
PL32819	1996	4010
PL3282	1937	2420
PL32820	1993	7413
PL32821	1997	113
PL32822	1995	5170
PL32823	1954	2821
PL32825	1995	4521
PL32826	1989	6340
PL32827	1993	5170
PL32828		3430
PL32829	1992	1511
PL3283	1991	1588
PL32830	1987	5170
PL32831	1991	1822
PL32832	1996	7484
PL32833	1952	7310
PL32834	1945	7310
PL32835	1990	6021
PL32836	1993	5154
PL32837	1990	4521
PL32838	1994	111
PL32839		6523
PL32840	1994	5154
PL32841	1952	1520
PL32842		2462
PL32843	1991	9000
PL32844		5143
PL32845	1996	1421
PL32846	1996	7414
PL32847	1987	2956
PL32848	1990	6025
PL32849	1988	2913
PL32850	1994	1822
PL32851	1996	5146
PL32852	1993	1010
PL32854	1988	5244
PL32856	1989	7430
PL32857	1992	1740
PL32858	1996	2416
PL32859	1995	4521
PL32860	1960	2956
PL32861	1993	5157
PL32862	1996	2971
PL32863	1991	5170
PL32864	1996	9220
PL32865	1993	111
PL32866	1996	6713
PL32867	1993	1511
PL32868	1989	2932
PL32869	1994	2010
PL32870	1992	4521
PL32871	1992	5170
PL32872	1988	4533
PL32873	1995	3210
PL32874	1994	5020
PL32875	1992	4100
PL32876	1991	5155
PL32877	1945	2222
PL32878	1996	5153
PL32879	1993	2121
PL3288	1957	2442
PL32880	1993	7412
PL32881	1993	2030
PL32882	1995	7420
PL32883	1953	7310
PL32884	1878	2112
PL32885	1995	4534
PL32886	1993	5170
PL32887	1991	6420
PL32888	1951	130
PL32889	1996	7414
PL3289	1989	2872
PL32890	1994	123
PL32891	1997	5248
PL32892		
PL32893	1994	130
PL32894	1948	4534
PL32895	1992	1771
PL32896	1955	1533
PL32897	1950	2661
PL32898	1966	4100
PL32899	1972	7310
PL32900	1950	111
PL32901	1991	5119
PL32902	1994	4030
PL32903	1993	8030
PL32904	1982	1822
PL32905	1945	8030
PL32907	1981	2222
PL32908	1996	9262
PL32909	1953	2661
PL32910	1991	4533
PL32911	1993	111
PL32912	1993	4521
PL32913	1997	7484
PL32914	1991	2040
PL32915	1995	7414
PL32916	1995	5020
PL32917	1945	6021
PL32918	1997	2733
PL32919	1997	5010
PL32920	1990	7032
PL32921	1972	1822
PL32922	1997	2612
PL32923	1990	1823
PL32924	1992	5139
PL32925	1992	4030
PL32926	1997	7420
PL32927	1992	7414
PL32928	1993	5511
PL32929	1992	1930
PL3293	1938	2830
PL32930	1966	4524
PL32931	1956	121
PL32932	1993	7484
PL32933	1976	4521
PL32934	1985	4521
PL32935	1988	2010
PL32936	1969	2952
PL32937	1990	5244
PL32938	1974	4524
PL32939	1952	5247
PL3294	1904	1531
PL32940	1992	7031
PL32941	1953	121
PL32943	1990	1754
PL32944	1994	5170
PL32945	1991	5170
PL32946	1996	5244
PL32947	1988	7031
PL32948		5530
PL32949	1994	7484
PL3295	1991	6311
PL32950	1994	130
PL32951	1895	1531
PL32952	1989	5248
PL32953	1994	6523
PL32954	1992	3614
PL32955	1996	5010
PL32956		
PL32957	1997	5146
PL32958	1973	7310
PL32959	1995	4521
PL3296	1991	4525
PL32960	1996	6312
PL32961	1996	2932
PL32962	1994	5153
PL32963	1954	130
PL32964	1993	130
PL32965	1989	1598
PL32967	1986	4521
PL32968	1949	4521
PL32969	1991	9000
PL32970	1948	121
PL32971	1988	4521
PL32972	1994	3130
PL32973	1992	2952
PL32974	1996	7020
PL32975	1997	5010
PL32976	1992	1532
PL32977	1991	5170
PL32978	1990	7460
PL32979	1993	4100
PL3298	1920	3320
PL32980	1991	1511
PL32981	1990	2924
PL32982	1991	7220
PL32983	1994	5511
PL32984	1993	2615
PL32985	1996	6713
PL32986	1951	5010
PL32987	1924	3150
PL32988		5170
PL32989	1991	2121
PL32990	1994	6523
PL32991	1993	7420
PL32992	1992	5511
PL32993	1994	4521
PL32994	1997	5020
PL32995	1986	7420
PL32996	1992	5170
PL32997	1951	2971
PL32998	1995	7430
PL32999	1996	6521
PL33000	1995	7414
PL33001	1951	5511
PL33002	1994	7031
PL33003	1990	5170
PL33004	1994	2830
PL33006	1989	5212
PL33007	1994	2521
PL33009	1992	1598
PL33010	1995	6025
PL33012	1995	5153
PL33013	1992	4010
PL33014	1990	4521
PL33015	1996	6323
PL33016	1992	4523
PL33017	1994	6021
PL33018	1945	7310
PL33019	1951	9112
PL33020	1996	7414
PL33021	1945	2924
PL33022	1881	2954
PL33023	1990	5170
PL33024	1979	2524
PL33025	1990	1532
PL33026	1995	5231
PL33027	1990	3613
PL33028	1997	5010
PL33029	1984	2956
PL33030	1996	4521
PL33031	1995	4521
PL33033	1997	2622
PL33034	1996	4532
PL33035	1978	2524
PL33036	1947	7310
PL33037	1991	6420
PL33038	1990	4521
PL33039	1991	2522
PL33040	1906	2940
PL33041	1945	5121
PL33042		5211
PL33043	1985	2661
PL33044	1994	7440
PL33045	1993	3220
PL33046	1982	5146
PL33048	1988	4525
PL33049	1990	2524
PL33050	1988	4545
PL33051	1994	5010
PL33052	1995	121
PL33053	1997	2952
PL33054	1973	125
PL33055	1992	4100
PL33056	1990	6340
PL33057	1990	5121
PL33058	1988	3330
PL33059	1994	2522
PL3306	1989	7484
PL33060	1991	4525
PL33061	1991	6311
PL33062	1993	6021
PL33063	1997	1754
PL33064	1992	8042
PL33065	1996	4521
PL33066		2653
PL33068	1991	6521
PL33069	1996	111
PL33070	1997	3650
PL33071	1997	6523
PL33072	1991	5146
PL33073	1975	4030
PL33074	1953	1752
PL33075	1945	6021
PL33076	1995	7250
PL33077	1996	7310
PL33078	1992	1552
PL33079	1991	7220
PL33080	1991	5211
PL33081	1983	4010
PL33082	1986	8512
PL33083	1993	7420
PL33084	1993	5170
PL33085	1991	5138
PL33086	1982	5134
PL33088	1996	4521
PL33089	1994	1511
PL3309	1960	7414
PL33090	1993	5010
PL33091	1992	5152
PL33092	1990	5151
PL33093	1989	5153
PL33094	1945	6021
PL33095	1995	1822
PL33096		2522
PL33097	1949	7310
PL33098	1947	3710
PL33099	1995	6025
PL33100	1992	6711
PL33101	1995	7414
PL33102	1994	6025
PL33103	1991	4522
PL33104	1975	3640
PL33105	1830	5511
PL33106	1992	4521
PL33107		6523
PL33108	1953	4550
PL33109	1993	1754
PL33110	1991	1561
PL33111	1995	1711
PL33112	1990	9212
PL33113	1951	7420
PL33114	1990	1511
PL33115	1990	1821
PL33116	1991	1821
PL33117	1992	9000
PL33118	1994	5154
PL33119	1951	4521
PL33120	1992	7032
PL33121	1952	121
PL33122	1991	7020
PL33123	1994	130
PL33124	1949	2954
PL33125	1948	8030
PL33126	1996	5170
PL33127	1994	7020
PL33128	1997	2030
PL33129	1993	2522
PL33130	1989	5143
PL33131	1993	3320
PL33132	1991	5511
PL33133	1993	4550
PL33134	1989	5147
PL33135	1991	4521
PL33136	1964	2875
PL33137	1989	3120
PL33138	1992	7032
PL33139	1994	5170
PL33140	1974	3430
PL33141		2875
PL33142	1995	7414
PL33143	1996	9000
PL33144	1995	1512
PL33145	1996	2971
PL33146	1992	4521
PL33147	1950	4521
PL33148	1988	3410
PL33149	1990	6025
PL33150	1991	4532
PL33151	1996	5211
PL33152	1971	2932
PL33153	1997	7121
PL33154	1994	1771
PL33155	1989	5170
PL33156	1995	2524
PL33157		3614
PL33158	1961	7310
PL33159	1974	6021
PL33160	1983	5137
PL33161	1992	2811
PL33163	1995	7482
PL33164	1992	6523
PL33165	1991	7020
PL33166	1946	2940
PL33167	1991	6420
PL33168	1992	7430
PL33169	1955	4100
PL33170	1990	4521
PL33171	1994	2811
PL33172	1991	3511
PL33173	1994	1824
PL33174	1991	5151
PL33175	1984	2222
PL33176	1997	5147
PL33177	1992	4030
PL33178	1984	1822
PL33179	1988	3150
PL33180	1995	6712
PL33181	1994	7220
PL33182		7484
PL33183	1996	5263
PL33184	1995	1823
PL33185	1996	3520
PL33186	1992	7430
PL33187	1996	7414
PL33188	1996	1771
PL33189	1976	6021
PL33190	1992	5114
PL33191	1993	6420
PL33192		6420
PL33193	1997	1411
PL33194	1991	5153
PL33195	1990	5165
PL33197	1992	2670
PL33198	1993	5170
PL33199	1996	5170
PL33200		
PL33201	1957	2512
PL33202	1992	5134
PL33204	1950	6021
PL33205	1995	5020
PL33206	1948	2953
PL33207	1972	3210
PL33208	1997	7020
PL33209	1990	4521
PL33210	1991	4533
PL33212	1995	6330
PL33213	1991	4525
PL33214	1995	6420
PL33215	1995	6420
PL33216	1990	2670
PL33217	1996	9220
PL33218	1995	1822
PL33219	1995	6523
PL33220	1952	3511
PL33222	1991	5170
PL33223		
PL33224	1993	9211
PL33225	1997	5050
PL33226	1995	9211
PL33227	1991	4521
PL33228	1990	5170
PL33229	1996	9220
PL3323	1964	1754
PL33230	1994	5147
PL33231	1995	7440
PL33232	1995	7032
PL33233	1917	3310
PL33234	1993	5162
PL33235	1994	5170
PL33236	1924	5165
PL33237	1992	3002
PL33238	1988	4521
PL33239	1996	5511
PL33240	1995	5170
PL33241	1992	3220
PL33242	1990	2913
PL33243	1993	130
PL33244	1990	2661
PL33245	1993	6025
PL33246	1996	2661
PL33247	1952	1821
PL33248	1976	1824
PL33249	1990	5523
PL33250	1994	5165
PL33251	1996	7412
PL33252	1989	5170
PL33253	1996	5030
PL33254	1989	2524
PL33255	1997	4534
PL33256	1996	3520
PL33257	1991	9000
PL33258	1952	2822
PL33259	1996	4521
PL33260	1924	8030
PL33261	1997	6523
PL33262	1996	5152
PL33263	1993	6340
PL33264	1997	5170
PL33265	1986	2222
PL33266	1995	5151
PL33267	1993	5050
PL33268	1997	6523
PL33269	1989	7440
PL33270	1994	9211
PL33271	1883	2952
PL33272	1991	1561
PL33273	1972	2640
PL33274	1991	5170
PL33275	1990	6330
PL33276	1992	7020
PL33277	1993	3613
PL33278	1995	130
PL33279	1991	5170
PL3328	1984	7020
PL33280	1968	4550
PL33281	1997	4511
PL33282		2811
PL33283	1994	4534
PL33284	1951	2924
PL33286	1975	7310
PL33288	1996	5170
PL33289	1994	5131
PL33291	1994	2923
PL33292	1989	9000
PL33293	1992	2932
PL33294	1989	4521
PL33295	1992	111
PL33296		7134
PL33297	1962	6021
PL33298	1989	4521
PL33299	1994	6420
PL33300	1996	5133
PL33301	1995	4521
PL33302	1995	9220
PL33303	1976	5242
PL33304	1953	3110
PL33305	1995	111
PL33306	1992	4100
PL33307	1950	7420
PL33308	1978	3150
PL33309	1989	4521
PL33310	1968	2661
PL33311	1997	4030
PL33312	1951	201
PL33313	1994	111
PL33314	1836	8511
PL33315	1943	1411
PL33316	1996	3310
PL33317	1995	4521
PL33318	1996	2661
PL33319	1960	6021
PL3332	1845	2412
PL33320	1989	2442
PL33321	1995	5154
PL33322	1989	4533
PL33323		130
PL33324	1996	2661
PL33325	1994	2224
PL33326	1992	3120
PL33327	1995	2030
PL33328	1990	1581
PL33329	1989	1723
PL3333	1991	2613
PL33330	1992	4030
PL33331	1951	7310
PL33332	1994	3720
PL33333	1946	2430
PL33334	1994	4525
PL33335	1976	6021
PL33336	1990	7020
PL33337	1992	2521
PL33338	1995	7414
PL33339	1993	2523
PL3334	1888	2430
PL33340	1996	4521
PL33341	1997	4525
PL33342	1992	5151
PL33343	1991	1511
PL33344	1995	5511
PL33345	1955	7420
PL33346	1997	4010
PL33347	1942	2953
PL33348	1945	5248
PL33349		
PL33350	1992	9000
PL33351	1992	1930
PL33353	1996	4521
PL33355	1997	7484
PL33357	1861	1532
PL33358	1994	123
PL33359	1947	2222
PL33360	1994	6521
PL33361	1976	6021
PL33362	1995	7414
PL33363	1975	2956
PL33364	1990	5274
PL33365	1997	5152
PL33366	1995	2851
PL33367	1992	4523
PL33368	1996	2971
PL33369	1996	4030
PL33370	1996	5119
PL33371	1996	5119
PL33372	1991	1561
PL33373	1993	4524
PL33374	1994	5118
PL33375	1975	8042
PL33376	1991	6025
PL33377	1992	4521
PL33378	1989	6312
PL33379	1897	3663
PL33380	1966	1822
PL33381	1992	4523
PL33382	1957	2522
PL33383	1948	6021
PL33384	1996	4521
PL33385	1991	2441
PL33386	1949	3120
PL33387	1996	4534
PL33388	1973	4521
PL33389	1995	4521
PL3339	1922	2913
PL33390	1995	2811
PL33391	1995	3161
PL33392	1997	7420
PL33393	1996	4100
PL33395	1992	1551
PL33396	1946	2663
PL33397	1951	3430
PL33398	1996	7415
PL33399	1982	4521
PL33400	1976	6021
PL33401	1990	1910
PL33402	1995	9000
PL33403	1991	6330
PL33404	1975	8511
PL33405	1996	4523
PL33406	1993	6720
PL33407	1992	5155
PL33408	1994	2020
PL33409	1995	1551
PL3341	1989	5231
PL33410	1992	5154
PL33411	1993	5151
PL33412	1994	5154
PL33413	1996	5146
PL33414		5233
PL33416	1996	1582
PL33417	1997	4521
PL33418	1987	4521
PL33419	1967	3420
PL33420	1989	3511
PL33421	1991	2010
PL33422	1993	6523
PL33424	1994	122
PL33425	1995	2522
PL33426	1992	1821
PL33428	1993	5511
PL33430	1995	5170
PL33431	1994	5170
PL33432	1997	9262
PL33433	1992	5164
PL33434		5170
PL33435	1997	1771
PL33438	1995	1822
PL33439	1992	7031
PL33440	1951	2626
PL33441	1992	1533
PL33442	1990	6340
PL33443	1997	5010
PL33444	1996	5147
PL33445	1990	5020
PL33446	1992	3162
PL33447	1995	130
PL33448	1979	2523
PL33449	1991	2951
PL3345	1988	2922
PL33450	1992	9000
PL33451	1951	7310
PL33452	1991	2665
PL33453	1990	7020
PL33454	1996	4521
PL33455	1993	5170
PL33456	1906	2611
PL33457	1994	5170
PL33458	1991	4525
PL33459	1993	2932
PL3346	1984	2430
PL33461	1995	1571
PL33462	1992	1511
PL33463	1989	5153
PL33464	1992	4521
PL33465	1996	4521
PL33466	1970	3120
PL33467	1993	7484
PL33468	1995	1822
PL33469	1994	5170
PL33470	1975	2822
PL33471	1995	4521
PL33472	1991	5170
PL33473	1975	4100
PL33474	1983	3430
PL33475	1997	5030
PL33476	1994	4521
PL33477		5170
PL33478	1997	4521
PL33479	1996	6521
PL33480	1995	2811
PL33481	1991	9111
PL33482	1994	5248
PL33483	1988	5115
PL33484	1991	1598
PL33485	1826	1593
PL33486	1992	4523
PL33487	1992	2462
PL33488	1995	8042
PL33489	1991	4521
PL3349	11/29/1991	3511
PL33490	1992	1822
PL33491	1987	2682
PL33492	1995	7020
PL33493	1957	2931
PL33494	1995	5170
PL33495	1996	2211
PL33496	1991	5020
PL33497	1972	3511
PL33498	1990	2524
PL33499	1995	9261
PL33501	1964	1582
PL33502	1990	6021
PL33503	1954	4521
PL33504	1994	6523
PL33505	1994	3520
PL33506	1968	2640
PL33507	1995	4521
PL33508	1993	2661
PL33509	1996	5170
PL33510	1995	6340
PL33511	1945	6021
PL33512	1945	8030
PL33513	1992	5540
PL33514	1993	5134
PL33516		7414
PL33517	1993	7415
PL33518	1995	5511
PL33519	1993	3511
PL33520	1989	6521
PL33521	1995	5263
PL33522	1997	7210
PL33523	1975	2735
PL33524	1993	5248
PL33525	1945	1551
PL33526	1983	4521
PL33527	1994	5141
PL33528	1960	5131
PL33529	1994	7414
PL33530	1993	130
PL33531	1995	4534
PL33532	1997	2661
PL33533	1997	6523
PL33534	1992	4523
PL33535	1993	4521
PL33536	1994	5136
PL33537	1996	5010
PL33538	1987	4521
PL33539	1992	4523
PL33540	1995	5152
PL33541	1994	124
PL33542	1995	4030
PL33543	1997	9261
PL33544	1984	2125
PL33545	1955	5154
PL33546	1975	2222
PL33547	1995	1533
PL33549	1990	5248
PL3355	1966	1754
PL33550	1993	5170
PL33551	1995	4030
PL33552	1996	9000
PL33554	1996	2811
PL33555	1985	3002
PL33556	1989	7415
PL33557	1882	5166
PL33558	1950	4523
PL33559	1993	5155
PL33560	1992	5170
PL33561		5170
PL33562	1983	2812
PL33563	1995	5121
PL33564	1992	1533
PL33565	1994	5211
PL33566	1998	5134
PL33567	1997	5138
PL33568	1993	1511
PL33569	1997	2415
PL33570	1997	1571
PL33571	1992	5170
PL33572	1997	2812
PL33573	1957	5020
PL33574	1996	2320
PL33575	1993	2030
PL33576	1993	2462
PL33577	1995	2466
PL33578	1996	2522
PL33579	1993	4030
PL33580	1957	2932
PL33581	1989	7460
PL33582	1992	4523
PL33584	1992	4523
PL33585	1989	4521
PL33586	1995	7032
PL33587	1989	7460
PL33588	1995	5170
PL33589	1992	5118
PL3359	1988	4521
PL33590	1996	4524
PL33591	1997	7460
PL33592	1992	4100
PL33593	1994	6025
PL33594	1997	4525
PL33595	1976	1411
PL33596	1993	5143
PL33597	1991	5030
PL33598	1997	2413
PL33599	1990	5211
PL33600	1993	7230
PL33601	1997	4100
PL33602	1992	4523
PL33603	1994	4521
PL33604	1997	4521
PL33605	1996	5157
PL33606		2121
PL33608	1996	5152
PL33609	1990	5010
PL3361	1972	5227
PL33610	1993	4542
PL33611	1990	5144
PL33612		4521
PL33613	1992	2513
PL33614	1997	9262
PL33615	1995	4521
PL33616	1991	2211
PL33617	1991	5157
PL33618	1997	2112
PL33619	1991	5248
PL3362	1981	6330
PL33620	1992	4523
PL33621	1994	2121
PL33622	1968	4521
PL33623	1993	6021
PL33624	1994	5119
PL33625	1990	2811
PL33626	1954	4521
PL33628	1990	4524
PL33629	1994	5170
PL33630	1997	5138
PL33631	1992	4523
PL33632	1989	6025
PL33633	1993	5010
PL33634	1998	4030
PL33635	1997	3110
PL33638	1996	4521
PL33639	1996	5118
PL33640	1952	4521
PL33641	1993	3614
PL33642	1992	4523
PL33643	1996	5020
PL33644	1997	6521
PL33645	1997	4100
PL33647	1994	6521
PL33649	1990	5136
PL3365	1989	7020
PL33650	1991	5248
PL33651	1997	4521
PL33652	1996	6523
PL33653	1998	6521
PL33654	1990	5170
PL33655	1992	4521
PL33656	1945	4524
PL33657	1945	4521
PL33658	1995	5170
PL33659	1957	2661
PL33660	1998	6021
PL33661	1991	5170
PL33662	1989	2640
PL33663	1989	4521
PL33664	1995	5143
PL33665	1991	2840
PL33666	1997	9000
PL33667	1989	4030
PL33668	1991	5010
PL33669	1993	5146
PL33670	1995	7420
PL33672	1989	2212
PL33673	1990	5170
PL33674	1998	5170
PL33675	1993	5143
PL33676	1994	6420
PL33677	1989	4521
PL33678	1991	4030
PL33679	1997	5138
PL33680	1990	6340
PL33682	1997	7011
PL33683	1990	7420
PL33684	1995	7032
PL33685	1981	2213
PL33686		4523
PL33687	1964	4531
PL33688	1993	2753
PL33689	1990	6025
PL33690	1992	2830
PL33691	1991	1823
PL33692	1992	5170
PL33693	1992	5154
PL33694		7414
PL33695	1991	4100
PL33696	1995	5137
PL33697	1993	4100
PL33698	1998	5146
PL33699	1993	7411
PL33701	1990	7020
PL33702	1989	2932
PL33703	1997	2612
PL33705	1990	3614
PL33706	1997	4521
PL33707	1997	4533
PL33708	1998	4521
PL33709	1997	4521
PL33711	1993	3611
PL33712		4030
PL33713	1991	4100
PL33714		
PL33715	1995	5137
PL33716	1959	4521
PL33719	1995	7420
PL33720	1992	7011
PL33721	1997	9000
PL33722	1992	4523
PL33723	1993	2811
PL33724	1945	3120
PL33725	1991	2411
PL33726	1997	5010
PL33728	1994	1551
PL3373	1991	7414
PL33730	1989	5146
PL33731	1992	5136
PL33732	1997	4010
PL33733	1994	1594
PL33734	1989	7484
PL33735	1997	5010
PL33736	1997	5164
PL33737	1995	5153
PL33738	1996	5146
PL33739	1990	5170
PL33740		7420
PL33741	1997	2862
PL33742	1991	4521
PL33743	1990	2030
PL33745	1991	8042
PL33746	1992	2122
PL33747	1997	5154
PL33748	1996	4521
PL33749	1997	3220
PL33750	1996	7484
PL33751	1997	4521
PL33752	1955	7310
PL33753		7420
PL33754	1992	4523
PL33755	1997	5134
PL33756	1988	2626
PL33757	1993	7250
PL33758	1996	6521
PL33759	1997	4100
PL33760	1996	1587
PL33761	1991	4521
PL33762	1990	5154
PL33763	1990	5211
PL33764	1951	2971
PL33765	1990	5170
PL33766	1996	1711
PL33767	1997	7460
PL33768	1985	4521
PL33769	1992	7420
PL33770	1993	111
PL33771	1995	130
PL33772	1995	5170
PL33773	1992	2522
PL33774	1998	6025
PL33775	1998	2940
PL33776	1990	5212
